ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000000001	951.3	730.9	927.4	772.4	885	766.6	882.5	901.8
ENSMUSG00000001175	2458.6	2334.2	2209.7	2323.4	2410.4	2139.9	2340.6	2350.3
ENSMUSG00000001986	925.6	935	1125.3	917.3	969	970.2	1162	929.1
ENSMUSG00000002771	52.9	49.2	49.8	50.1	52.2	55.4	54	53.5
ENSMUSG00000005034	1035.7	915.2	1065.3	1023.7	1068.9	922.3	1105.6	1055.4
ENSMUSG00000005469	445.7	445.1	414.4	378.3	466.7	409.6	411.9	428.7
ENSMUSG00000005580	435.6	479.4	509.2	455	451.7	424.3	468.7	433.2
ENSMUSG00000015968	273.5	232.3	290	233.6	243.3	212.3	282.1	242.3
ENSMUSG00000019370	1368.1	1343.6	1349.2	1372	1372.4	1292	1408.8	1310.6
ENSMUSG00000020431	116.4	104.5	115.8	122.5	114.8	110.2	125.9	113.3
ENSMUSG00000020524	33.8	29.4	31.2	36.7	35.3	38.7	40.8	33.6
ENSMUSG00000020654	314	286.4	307	287.3	288.5	284.3	301.6	270.7
ENSMUSG00000020734	156.5	146.1	148.8	140.4	154.7	136.6	155.1	147.7
ENSMUSG00000020866	56.5	55.2	53.2	53.6	56	55.8	54.7	56.3
ENSMUSG00000020893	220.6	284.6	625.3	332.3	239.6	398.5	659.7	245.6
ENSMUSG00000021180	156.2	151.4	173.3	148.4	150.2	149	162.9	157.2
ENSMUSG00000021250	66.3	71	73.2	63.4	65.1	77.4	77.8	71.8
ENSMUSG00000021313	151.7	136	165.3	154.5	149.8	137.8	187	154.4
ENSMUSG00000021536	59	54.8	53.1	65.4	53	58.9	59.9	70.6
ENSMUSG00000021820	371	330.9	398.1	311	356.6	308.9	382.9	340
ENSMUSG00000021933	40.3	35.8	40.6	37.9	40	41	45.3	40.2
ENSMUSG00000022220	165.7	159.6	185.7	158.1	165.3	159.9	182.5	147.2
ENSMUSG00000022376	40.3	42.3	35	40.4	40.9	39.5	40.3	40.4
ENSMUSG00000022416	47.9	47.7	47	47.3	47.7	48.6	47.8	45.1
ENSMUSG00000022840	135	140.3	149.5	110	126.4	113.3	128.1	113
ENSMUSG00000022994	323.6	315.7	368.8	371.1	319.2	346.1	348.1	304.3
ENSMUSG00000023439	191.8	192.7	277.8	208.4	219.3	224.9	275.8	215.4
ENSMUSG00000024112	899.4	652.2	504.5	719.4	813.1	518.9	428.4	832.6
ENSMUSG00000024256	33.5	33.2	28.3	33.6	33.7	34.7	35.4	34
ENSMUSG00000024617	38.3	44.6	40.4	37.1	40.3	42.5	40.2	43.9
ENSMUSG00000024639	649	629.1	650.2	608.7	656.9	608.8	681.1	656.6
ENSMUSG00000024960	535.1	504.3	531	558.4	583.6	448	492	556.1
ENSMUSG00000025739	52.4	55.2	50.1	53.6	53.6	53.4	55.7	51.4
ENSMUSG00000025892	75.9	79.1	95.4	85	73.2	85	95.1	86
ENSMUSG00000025958	429.3	382.9	423.8	430.8	434.5	374.7	412.5	441
ENSMUSG00000026567	20.4	21	19.9	19.5	21.2	19.6	19.5	21.3
ENSMUSG00000026824	48.5	55.9	51.1	54.4	51.8	51.3	62.3	54.7
ENSMUSG00000026959	141.2	119.4	140.4	121.6	133.6	116.9	142.7	132
ENSMUSG00000027523	2265.8	1984.6	2246.3	2093.6	2298	1995.9	2311.1	2112.4
ENSMUSG00000027669	366.5	387.9	355.4	326.9	369.5	354.8	365.8	390.6
ENSMUSG00000028957	173.8	247.9	575.4	371.9	173.4	274.7	557.2	303.7
ENSMUSG00000029064	4978.6	4714.7	5047.4	4646.2	4721.2	4507	4866.1	4839.5
ENSMUSG00000029334	79.6	61.3	65.3	66.1	75.6	57.7	70.2	72.4
ENSMUSG00000029361	60.3	47.8	54.7	53	58.6	52.5	59.3	50.9
ENSMUSG00000029663	22	28	22.7	31.6	25.3	29.4	27	33.1
ENSMUSG00000029713	1324.1	1274.9	1275.3	1320.7	1212.2	1266.6	1310.7	1254.7
ENSMUSG00000029778	343.7	298.9	400.2	325.2	324	308	425.1	294.3
ENSMUSG00000030102	783.4	678.6	665.2	731.4	717	620.2	635.3	688.7
ENSMUSG00000030209	26.7	28.4	25.3	27.6	27.6	26	27.8	30.2
