ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000030751	18.3	15.2	15.2	14.3	16.7	15.2	15.4	17.6
ENSMUSG00000029446	25.2	22.7	20.1	18.2	19.2	16.9	20.9	18.1
ENSMUSG00000030967	642.9	581.3	663.5	507.7	511.3	603.3	623.5	538.7
ENSMUSG00000032112	202.1	199.6	254.7	200.1	186.6	231.8	230.9	216
ENSMUSG00000079477	330.3	306.9	323.4	295.9	313.1	333.9	371.7	370.3
ENSMUSG00000020936	1538.6	1383.3	1562.1	1448.9	1617	1355.4	1591.8	1542.4
ENSMUSG00000071415	41.1	51.8	38.2	39.7	48.6	49.2	45.8	42.2
ENSMUSG00000028646	585.3	573.4	671	435.9	624.2	518.2	549.3	565.9
ENSMUSG00000055204	629.6	613.2	744	621	726.3	656.6	702.5	598.2
ENSMUSG00000022193	2836.2	2514.5	2538.6	2452.2	2900.6	2429.8	2413.4	2569.3
ENSMUSG00000008855	165.6	205.1	171	198.4	197.5	180.3	161.5	173
ENSMUSG00000029234	49.3	53.2	42.5	54.3	54.1	67.8	68.6	65
ENSMUSG00000025261	543.6	495.1	638.8	553.6	531.2	428.8	504.4	534.7
ENSMUSG00000003346	385	389.8	401.7	377.9	379.5	303.1	400.8	342.9
ENSMUSG00000070733	140.2	119.1	162.7	144	172.2	76.5	148.2	149
ENSMUSG00000020794	990.4	973.5	955.4	801	1038.1	912	974.5	1031.2
ENSMUSG00000021266	883.1	662.2	786.7	825.2	771.2	636.8	858.8	747.6
ENSMUSG00000025156	496.1	470.6	547	487.6	500.5	503.1	527.8	430.2
ENSMUSG00000030751	1274	1315.8	1233.7	964.3	1396.3	1121.8	1132.6	1126
ENSMUSG00000067851	32.1	19.4	43.8	24.9	27.1	24.7	20.2	19.9
ENSMUSG00000029446	24.5	20.5	24.7	21.8	25.1	25.4	28	25.3
ENSMUSG00000026553	690.2	642.6	826.7	761.6	737.5	477.8	738.9	725
ENSMUSG00000022100	20.2	22	25.5	21.7	29.7	20.4	19.9	22.5
ENSMUSG00000028677	822.7	674.2	650.9	651.5	772.5	567.4	698.8	718
ENSMUSG00000037373	627.1	666.1	590.7	748.1	695	568.4	616.4	676.5
ENSMUSG00000027828	95.2	91.9	80.1	99.5	83	60.7	80.4	90.9
ENSMUSG00000005442	51	34.3	47.9	53.1	42.3	59	33.8	32.4
ENSMUSG00000040688	87.4	108.7	123.2	76.2	111.8	81.1	104.2	80.6
ENSMUSG00000028759	194.5	191.9	250.7	213	191.1	200.9	224.5	213
ENSMUSG00000025261	2483.3	2293.2	2254.6	2389.7	2237.4	2259.9	2238.2	2276.4
ENSMUSG00000026553	25.5	16.7	25.3	22.5	25.7	20.2	28.1	19.5
ENSMUSG00000018585	369.9	396.7	392.9	396.4	424.4	448.7	462.3	436.6
ENSMUSG00000026878	38.5	49.9	38.3	27.7	22.1	19.6	34.2	18.3
ENSMUSG00000020936	139.3	135.6	187.3	144.9	123.9	75	186.9	146.1
ENSMUSG00000067851	427	332.2	445	334.4	431.7	308.9	360.6	381.6
ENSMUSG00000014355	66.9	50.4	59.6	47	78.3	49.5	50.3	64.4
ENSMUSG00000025224	15.3	19.7	23.7	21.2	17.6	17.3	20.6	20.8
ENSMUSG00000022100	703.6	615.4	667.8	671.8	685.7	564	725.6	729.5
ENSMUSG00000025224	16.6	19.7	23.2	16.9	20.2	20.6	24.5	22
ENSMUSG00000025261	681.5	698.9	718.3	694.3	560.1	650.1	641.5	622.7
ENSMUSG00000025224	154.5	218.4	371.9	194.2	238.3	115	188.2	212.5
ENSMUSG00000008855	33.3	55.7	53.6	36.1	88.5	30.1	71.9	43.1
ENSMUSG00000022770	12.2	13	14.4	13.6	12.9	13.3	13.2	13.6
ENSMUSG00000034820	608.9	513.5	580.4	568	613.2	566.9	494.2	502
ENSMUSG00000022770	2147.6	1609.8	2385.3	1917.8	2125.9	1865.1	1975.4	1911.8
ENSMUSG00000028759	2589.5	2168.4	2328.9	2092.2	2019.4	2239	2533.9	2199.5
ENSMUSG00000025224	61.1	45.5	67.7	31.6	56.2	44.1	61.2	49.9
