ID	CT18	CT20	CT22	CT24	CT26	CT28	CT30	CT32	CT34	CT36	CT38	CT40	CT42	CT44	CT46	CT48	CT50	CT52	CT54	CT56	CT58	CT60	CT62	CT64
ENSMUSG00000000001	265.4	293.2	266.1	276.1	290.3	293.1	300.1	298.4	295.1	303.5	307.6	333.9	308.3	330	292.5	328	295.1	285.5	324.2	273.7	318.4	303.3	277.6	305.9
ENSMUSG00000001175	5200.1	4861.3	4885.6	4673.3	4933.6	4845.8	4880.2	4916.2	4815.4	4810.4	4805.7	4882.2	4869.7	4822.7	4823.4	4727.4	4957.9	4846.8	4750	4620.8	4829.4	4727.1	4834.4	4754.3
ENSMUSG00000001986	1194.2	1225.5	1221.9	1254.4	1188.1	1249.8	1165.1	1204.9	1134.5	1190.9	1177.8	1276	1239.1	1280.8	1204.6	1205.3	1202.2	1186.9	1284.7	1196.9	1178.2	1249.4	1191.3	1164
ENSMUSG00000002771	168.6	175.1	182.6	172.5	173.5	164.2	174.6	173.9	161.7	163.3	166.3	153.7	175.4	175.2	180.5	174.6	162	170	175.9	168.2	157.2	166.8	157.7	154.3
ENSMUSG00000005034	2683.5	2828.1	2748.3	2771.5	2764.4	2692.5	2688.2	2676.9	2673.7	2676.3	2830.3	2732.7	2762.1	2837.7	2784.9	2734.4	2677	2762.4	2695.9	2593.4	2652.7	2703.7	2686	2726.7
ENSMUSG00000005469	600.6	575.2	582.1	580.7	593.3	584.2	567.4	607.9	552.8	583.4	597.9	556.9	600	570.9	618.1	587.5	584.5	590.6	571.2	543.9	579.3	602.1	579.7	541.5
ENSMUSG00000005580	311.8	339.3	342.5	328.9	323.6	314.6	295.9	317	329.6	315.7	334.3	298.2	327.8	321.3	329.1	312	297.6	320.3	341.3	323.1	323.5	328	327.1	297.8
ENSMUSG00000015968	191	215.7	221.1	225.1	210.4	217.4	190	199.3	210.8	206.8	200.4	193.1	208.1	221.2	199.1	196.3	196.2	192.4	204.1	201.8	198.2	202.3	188	189.9
ENSMUSG00000019370	3534.3	3492.9	3576.5	3286	3553.5	3557.7	3559.4	3529.7	3523.6	3510.2	3580.2	3442.2	3507.7	3488.6	3568.8	3513.1	3523.8	3446.5	3514.3	3327	3303.1	3579.7	3527.2	3472.4
ENSMUSG00000020431	366.4	387.8	382.7	375	396.2	493.1	360.4	355.4	434.3	394.9	349.1	421.9	377.9	372.5	368.5	353.5	364.9	342.9	411.4	406.6	351.6	382.4	368.6	373.8
ENSMUSG00000020524	963.3	996.7	958.4	966	997.2	1142.7	1035	974.9	991.5	1029.2	991.1	979.2	1003.2	1016	1013.1	995.7	1047.8	994.9	1069.7	1031.1	1017.6	1015	1021.7	1019.7
ENSMUSG00000020654	249.8	258.1	260.3	258.7	267.6	263.1	264.7	265.7	255.3	258.2	245.1	236.5	259.5	255.7	271.2	268.5	264.5	263.5	253.7	262	233	258.3	252.1	242
ENSMUSG00000020734	200.1	222.6	202.5	200.8	221.9	282.5	219.1	219.2	254	244.6	218.1	217.5	207.1	201.9	214.4	205.2	200.3	217.2	230.6	237.9	178.7	219.6	203.8	195.7
ENSMUSG00000020866	296.2	303.4	314.1	291.2	313.3	343.1	281.6	283.9	294.3	299.3	266.6	285.1	288.8	270.3	299.5	265.4	276.8	284.4	312	295.8	290.9	272.4	285.5	278.6
ENSMUSG00000020893	208	235.9	208.5	176.4	200.7	220.9	279.6	272.7	314.9	308.9	250.9	244	197.6	219.9	216.7	201.8	188.1	242	250.1	277.4	299.1	318.7	258.9	213.9
ENSMUSG00000021180	354.8	336.6	341.3	355.8	362.3	411.1	361.2	347.7	357.5	375.5	324.5	393.9	353.6	384.2	375.7	355.3	335.1	335.5	401.3	377.6	392.2	356.3	324.2	343.5
ENSMUSG00000021250	93.7	78.7	90.4	93.4	83.5	71.1	99.8	97.8	95.5	74.8	78.9	88.1	97.6	84.2	88.3	85	73.7	79.2	59.6	95.6	90.8	94.8	79.4	66.6
ENSMUSG00000021313	712.7	730.1	745.2	737.4	662.2	704.3	648.4	637.5	642.7	659.6	663.8	654.7	688	668.1	691.7	654.1	645.2	650.2	713.4	663.2	631.5	680.6	636.7	629.9
ENSMUSG00000021536	701.8	740.2	731.8	726.5	684.4	772.8	753.5	669.3	687	714.6	734	657	752	747	766.8	728.8	740.6	697.1	772.8	641.6	713.8	728.9	702.7	704.7
ENSMUSG00000021820	1767.9	1791.8	1793.7	1705.6	1773.3	1706.9	1722.2	1697.2	1623.1	1704.3	1714.9	1687.9	1788.5	1685.8	1721.7	1682.7	1693.1	1707.3	1776	1664.4	1744.5	1693	1697.9	1654.4
ENSMUSG00000021933	32.6	30.6	31.4	30.2	31	26.1	33.1	27.5	31.3	29.5	30.3	29.4	29.7	27	26.8	27.5	29.2	30.1	32.3	26.8	28.2	27.5	31.5	30.3
ENSMUSG00000022220	133.1	130.7	121.6	120.7	115.8	124.2	100.5	112.1	115.9	127	137.7	120.1	123.4	115.7	121.4	116.9	121.6	118.3	105.1	122.2	104.8	124.8	118.3	136.4
ENSMUSG00000022376	614.2	596.1	560.8	600.7	614.4	557.1	562.8	541.8	515.7	558.1	572.8	565.8	592.2	633.7	558.8	590.9	625.4	562.1	619.1	521.5	561.7	543.5	571.9	577
ENSMUSG00000022416	241.3	243	268.1	232.5	239.5	235.4	235.9	222.3	226.4	214.9	217	208.5	233.7	225.1	232.8	220.4	253	224.7	246	230.1	229.5	205	232.4	208.4
ENSMUSG00000022840	351	374.4	377.8	368.9	385.7	362.1	381.2	356.9	349.1	373.4	357.5	324.9	389.9	353	390.2	358.5	371.5	353.8	373.5	360.5	331.1	370.7	347.2	359.8
ENSMUSG00000022994	179.1	186.3	194.6	179.1	174	185.5	181.3	173.7	175.5	191.7	189.9	189.2	190.9	200.7	179.3	202.8	187.9	184.2	183.6	185.7	180.4	194.4	195.3	190.1
ENSMUSG00000023439	73	66.6	70.7	70.6	70.1	72.5	68	75	71	78.6	75.9	81.1	75.1	72.5	72.4	65.5	71.3	73	67.8	75.9	71.6	69.3	77.1	66.3
ENSMUSG00000024112	109.9	122.6	126.9	125.6	115.3	113.3	110.2	116.6	107.8	114.8	113.3	89.1	110.7	107.1	111.6	106.2	116.3	110.9	105.9	104.9	96.8	113.4	111.6	110.9
ENSMUSG00000024256	337	356.3	333.6	325.7	355.4	361.8	361.5	353.6	321.3	341.5	346.2	361.8	380	366.5	410.8	372.8	368.5	364.8	364.3	350.9	358.1	365.7	336.6	362.1
ENSMUSG00000024617	753.1	789.7	752	754.2	838.9	697.4	732.2	713.3	735	749.6	753.3	712.1	799.8	747.2	792.9	746.2	772.1	789.5	789.5	700.2	856.8	763.4	779.4	746.5
ENSMUSG00000024639	1123.3	1201.3	1213.2	1179.9	1226.7	1212.5	1180.6	1112.9	1172	1154.7	1166.9	1209.5	1217.2	1174.8	1199.6	1225.8	1161.6	1161	1244.7	1152.9	1141.9	1153.8	1176	1172.8
ENSMUSG00000024960	210.3	209	201.9	202.7	220.6	243.9	230	208.4	221.3	217.8	226.5	216	202.5	196.2	222.8	224.2	209.7	220.7	221.2	208.2	214.1	211	223.5	214.7
ENSMUSG00000025739	205.4	209.3	220.2	218.7	227.3	371.9	233.2	221.1	289.9	234.3	211	261.7	213.2	187.8	218.6	222.3	212.4	211.5	258.2	239.8	243.6	220.5	218.1	209.9
ENSMUSG00000025892	1156.9	1203.7	1199.1	1170.6	1176.9	1292.4	1158.9	1135	1131	1107.3	1134.3	1218.4	1149.7	1218.7	1158.2	1172.1	1132.4	1122.2	1226.1	1132.3	1209.8	1171.2	1141	1154.2
ENSMUSG00000025958	520.2	509	504.8	536.5	507.6	515.5	495	470.6	494.5	513.2	502	543.2	553.1	549.7	514.9	593.3	509.5	452.4	521	480.5	473.6	508.1	515.9	516.1
ENSMUSG00000026567	21.3	19.8	21.5	19.6	21.3	20.2	21.5	23.2	20.7	20.2	20.8	21.7	20.7	19	20.1	19.7	20.2	20.1	19.6	20.3	18.7	19.6	21.4	18.6
ENSMUSG00000026824	742.5	716.5	665.1	717.6	684.3	733.9	679.4	665.8	625.9	699.6	684.3	693.1	748	725.1	681.9	707.6	685.1	687.4	751.6	676.8	719.7	728.8	712.6	697
ENSMUSG00000026959	1027.1	1045.5	1067.7	988.5	1067.7	1009.3	974	993.1	936.6	997.7	1018.8	887.9	1001.3	967.7	1033	1012.2	1015.1	1001.8	996.8	989.5	969.2	995.4	1003.7	961.2
ENSMUSG00000027523	2405.7	2453.5	2465.9	2372.2	2520	2440.4	2400.5	2424.6	2429.1	2430.1	2398.3	2390.2	2430	2436.7	2496.2	2446	2493.4	2404	2424.8	2268.2	2463.2	2463.7	2383.4	2352.3
ENSMUSG00000027669	237.8	235.8	239	222.4	251.6	261.1	260.8	256	240.6	251.1	226	227.2	245.8	221	238.4	252.6	245.8	233.9	260.4	237.5	226.8	257.6	203.7	230.8
ENSMUSG00000028957	262.2	252.1	228.8	229.9	244	238.4	237	263.9	324	320.2	303.6	299.5	272.3	240	225.1	232.3	214.9	257.4	271.3	308.6	297	319.4	289.9	268.7
ENSMUSG00000029064	5789.1	5543.3	5574.9	5179.2	5511.5	5588.8	5637.4	5757.5	5417.6	5646.1	5632	5496.6	5542.9	5546	5486	5596.6	5530.6	5462	5550.2	5314.9	5309.7	5570.6	5488.2	5661.3
ENSMUSG00000029334	99.8	100.8	94.9	110	97.6	100.8	104.2	98.6	89.2	97.4	94.5	96.4	105	107.9	110	102.2	103.7	98.2	97	91.6	92.3	109.4	99.4	101.3
ENSMUSG00000029361	227.7	246.9	252.6	229	252.8	264.7	225.7	231.2	259.7	250.7	257.6	223	229.4	221.7	238.1	247.5	234.4	230.9	258.3	251.6	256.6	239.7	235.4	215
ENSMUSG00000029663	18.2	17.6	16.4	18.2	16.5	16.3	17.7	18.1	16.8	17.2	17.3	17.8	16.6	19.1	17.8	17.4	17.2	18.3	17.5	16.8	18	17.7	17.1	18
