ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000000001	601	687.9	574.7	716.7	652	705.5	853.9	732.9
ENSMUSG00000001175	3244.3	3126.7	2803.7	3017.2	3065.1	3118.9	2461	2803.9
ENSMUSG00000001986	314	187.7	175.6	146.6	184.3	159.8	220.1	192
ENSMUSG00000002771	63.9	55.6	69	66.4	63.2	60.4	67.2	66.1
ENSMUSG00000005034	725.5	958	697.5	1168	678.1	1093.4	954.8	933.3
ENSMUSG00000005469	382.4	454.8	428	424.9	520	424.5	348.8	468
ENSMUSG00000005580	259.1	245.3	235.5	240	231.8	243.7	249.1	233.8
ENSMUSG00000015968	181.2	144.9	78.5	75.8	65.1	142.3	144.4	164.3
ENSMUSG00000019370	1131.3	1239.2	1044.5	1162.5	1346.4	1244.2	1189.9	1266.9
ENSMUSG00000020431	82.1	80.2	83.6	80.5	81.5	76.1	96.6	73.1
ENSMUSG00000020524	86.8	42	38.2	40.6	34.2	41.8	58.8	38.2
ENSMUSG00000020654	177.4	184.5	204.9	193.7	192.9	212	169.5	165.2
ENSMUSG00000020734	65.3	58.3	70.6	67.4	60.5	57.3	70.3	57.3
ENSMUSG00000020866	83.9	102.7	105.7	93.4	96.7	105.3	106.2	89
ENSMUSG00000020893	336.6	285.6	774.9	319	367.1	386.8	571.8	326.6
ENSMUSG00000021180	197.8	201.4	204.7	157.7	200.2	196.9	213.4	174.5
ENSMUSG00000021250	116.5	77.7	123.3	83.7	96.9	98.5	94.9	78.1
ENSMUSG00000021313	79.3	55.8	59.4	78.7	55.5	54.6	58.3	51.1
ENSMUSG00000021536	81	36.6	38.1	38.8	38.8	37.6	46.8	33.4
ENSMUSG00000021820	327.3	370.1	347.1	413	362.2	375.6	337.1	361.7
ENSMUSG00000021933	34.1	34.5	35.4	36.6	33.7	34.7	36.4	36.5
ENSMUSG00000022220	542.4	316.1	495.6	274.4	396.3	356.9	354.9	296.2
ENSMUSG00000022376	190.3	331.3	55	44.6	47.6	336.2	569.2	442.9
ENSMUSG00000022416	51	45.4	52.2	43.9	48.9	44.1	52.3	44.7
ENSMUSG00000022840	420.5	405.8	595.2	365.1	556	419.3	401.9	424
ENSMUSG00000022994	482.3	591.5	649.4	662.4	647.8	608.7	611.8	647.6
ENSMUSG00000023439	62.8	59.7	67.5	61.4	69.2	61.9	69.3	57.9
ENSMUSG00000024112	74.5	94.9	86.1	86.8	83	110.4	134.7	108.2
ENSMUSG00000024256	41.4	32.5	45.4	44.5	38.3	38.4	37.6	39.4
ENSMUSG00000024617	45.3	41.8	52.6	40.6	45.7	46.9	43.1	40
ENSMUSG00000024639	1048.1	926.3	1008.6	1024.7	951.5	953.7	1008.9	1009.4
ENSMUSG00000024960	454.5	455	458.2	525	493.4	420	445.5	454.3
ENSMUSG00000025739	50.5	46.5	53.4	52.9	53.6	52.2	52	50.1
ENSMUSG00000025892	33.5	30.9	35.8	36.7	28.2	34.1	36.9	34.4
ENSMUSG00000025958	586.9	502.4	522.5	514.8	565.2	525.9	570.6	505.9
ENSMUSG00000026567	26.9	29.2	30	26	36.8	27	29.8	30.7
ENSMUSG00000026824	49.5	48.9	51.3	50.2	42.7	47.5	57.7	49.9
ENSMUSG00000026959	55.4	49.9	52.8	56.1	55.7	60.6	61.6	48.4
ENSMUSG00000027523	1146.5	1173.5	1236.6	1089.3	1220.9	1200.1	1179.5	1108.9
ENSMUSG00000027669	659.5	581.7	619.2	576.3	588.4	535.4	536.8	580.6
ENSMUSG00000028957	262.8	345.8	1097.5	697.8	291.5	466.5	902.4	559.8
ENSMUSG00000029064	4338	4022	3990.9	4121.1	4108.5	3956.5	4255.2	3957.9
ENSMUSG00000029334	88.9	33.4	38.7	40	30.4	38	39.1	38.7
ENSMUSG00000029361	55.7	50.4	60.4	53.8	60.1	56.9	41.8	60.2
ENSMUSG00000029663	23.9	23.3	25	30	23.6	22.8	25.2	21.3
ENSMUSG00000029713	1049.6	1109.3	1069.5	1106.4	1104.1	1021.2	1166.7	1032.3
ENSMUSG00000029778	152.7	187.4	211.7	215.1	195.9	199.7	195.7	180.6
ENSMUSG00000030102	487	416.7	406.7	447.1	468.4	421.3	355.6	458.6
ENSMUSG00000030209	28.4	28.9	28.5	28.2	27.5	30.3	32.1	27.4
ENSMUSG00000030592	57.1	55.2	61.8	54.5	54.8	56.6	60.6	52.1
ENSMUSG00000031659	338.5	294.9	245.1	227.9	266.4	316.8	307.1	321
ENSMUSG00000031748	351.5	252.7	310.3	477.1	208.1	261.5	291.8	309.6
ENSMUSG00000032034	36.5	38.9	39.6	37.7	40.2	41	40.8	38.7
ENSMUSG00000032192	585.4	679.3	697.5	496.7	789.6	529.3	687.9	654.5
ENSMUSG00000032246	147.7	185.3	140.3	94.6	121.2	182.3	246	142.2
ENSMUSG00000032562	2189.8	2140	2163.3	1774.9	2200	2140.2	2306.7	2207.2
ENSMUSG00000032766	109	94.1	87.6	101.3	109.6	94.1	75.5	99.9
ENSMUSG00000033765	46.3	45.8	49.2	46.8	39.4	42.7	49.2	45.4
ENSMUSG00000033981	26.2	127	25.1	25.9	21.1	163.4	72.1	82.5
ENSMUSG00000036402	2104.9	2177.3	2163.4	1711.9	2075.6	2178.2	2427.9	2056.1
ENSMUSG00000036438	751.6	654.5	598.1	846.8	634.7	656.6	611.6	684
ENSMUSG00000036438	1203	1005.4	859	1322.4	992.8	1053.7	1015.2	1038.7
ENSMUSG00000038026	38.8	38	43.6	40.9	39.9	37	44	37.7
ENSMUSG00000038473	162.4	146	141	139.9	153.2	137.4	153.3	119.4
ENSMUSG00000038811	78	60.9	69.9	56.1	77.7	63.3	45.7	62.2
ENSMUSG00000039943	907.9	649.3	799.1	1159.8	893.9	679.5	664.7	736.2
ENSMUSG00000040061	128.4	67	71	71.3	70.3	72.5	71.5	63.3
ENSMUSG00000041624	412.7	285	350.9	302.3	329.2	304.6	224.7	261.9
ENSMUSG00000042644	286	249.4	250.5	330.3	225.7	253.5	273	252.9
ENSMUSG00000043301	22.2	20.4	24	23.8	21.7	21.6	23.7	21.7
ENSMUSG00000048240	188	196.3	240.1	201.4	222.3	174.7	232.1	212.8
ENSMUSG00000049892	513.6	753.6	1410.3	522.2	1009.2	779.2	1280.8	893.6
ENSMUSG00000050901	34.4	37.4	42.9	38	39.3	36.4	42.2	39.4
ENSMUSG00000050965	352.4	248.7	253.2	378.2	294.9	245.6	169.9	256
ENSMUSG00000051177	287.8	289.7	342.4	291	408.9	273	258.8	361.2
ENSMUSG00000051331	267.5	150.7	198	180.9	169.7	175.6	160.7	154
ENSMUSG00000052889	193.9	202.5	185.8	182.4	174.8	176.9	156.5	185.1
ENSMUSG00000052920	196.7	127.4	128.8	122.7	130.5	122.5	117.8	115.8
ENSMUSG00000053819	737.2	693.7	746.1	672.2	819.6	793.2	541.5	755.4
ENSMUSG00000054764	20.2	19	21.5	18.3	19.4	20.1	20.3	18.2
ENSMUSG00000055866	231	138.6	561.7	411.3	275.4	194.1	392.3	380
ENSMUSG00000057378	41.6	39.7	41.5	56.8	38.4	42.4	45.5	46.2
ENSMUSG00000057614	2630.8	2832.4	3124.5	2390.4	3014.1	3376.7	2792.1	2511.1
ENSMUSG00000057897	109.5	340.9	109.2	102.3	97	455.8	329.1	467.9
ENSMUSG00000059003	25.8	24	27.1	29.4	28.6	24.7	31.7	22.4
ENSMUSG00000063065	1494.5	1183.2	1389.3	1154.4	1281.6	1152.9	1141.3	1204.3
ENSMUSG00000063130	47.5	180.9	50.8	48.8	38	167.9	198.6	225.5
ENSMUSG00000063358	1237.9	1261.1	1261.8	1281.7	1276.8	1231.1	1302.4	1265.7
ENSMUSG00000063594	38.2	39	38.2	37.3	39.3	40.1	43	36.3
ENSMUSG00000068523	547.9	615.5	557.3	790.8	573.8	587.9	595.4	851
ENSMUSG00000068523	170.2	171.7	138.7	199.9	161.7	160.2	188.4	162.3
ENSMUSG00000099269	19.7	19.8	22.6	17.7	17.1	17.1	19.6	17.4
