ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000030751	21.6	23	19	22.5	16.7	19.7	22.4	19.7
ENSMUSG00000029446	24.4	22.8	29.9	23.6	25.9	24.1	25.5	25.3
ENSMUSG00000030967	1059.9	997	1196.7	1337.2	1185.2	1356.1	1260.6	1349.8
ENSMUSG00000032112	87.2	131.5	168.4	151.9	136.3	115.8	151.6	138.8
ENSMUSG00000079477	636.4	450.7	474.2	607.5	508.1	593.8	597.6	577.9
ENSMUSG00000020936	1884.1	1937.8	1524.7	1634.3	1804	1821.6	1848.4	1438.9
ENSMUSG00000071415	50.8	57.1	52.2	55.2	56.2	53.2	42	59.4
ENSMUSG00000028646	707.4	634.4	811.5	878.4	748.4	825.5	756.7	907.5
ENSMUSG00000055204	440.2	442.2	631.9	587.1	411.5	588.9	571	569.1
ENSMUSG00000022193	3760.9	3766.4	4139.9	4056.1	3993.9	3916	3976.2	4090.5
ENSMUSG00000008855	196.8	244.7	220	177.5	196.7	199	174.5	123.8
ENSMUSG00000029234	60.3	42.8	50.3	72.4	53.7	61.1	57.3	48.8
ENSMUSG00000025261	476.4	585.8	469.4	480.4	498.5	465.5	503.9	512.5
ENSMUSG00000003346	349	353.4	386.7	335.5	546.6	326	406.6	345.3
ENSMUSG00000070733	195.9	146.7	170.2	174.8	103.5	139.5	138.3	115.6
ENSMUSG00000020794	1929.8	1856.8	1658.3	2043.1	1891.6	1763.6	1952.3	1956.9
ENSMUSG00000021266	733.2	823.5	736.4	1095.7	1055	904.2	748.6	1080.8
ENSMUSG00000025156	424.2	383.6	451.6	476	544.6	335.9	531.4	481.1
ENSMUSG00000030751	1929.6	2479.6	2878.6	2821.4	3036	2741.9	3056.5	2608.4
ENSMUSG00000067851	31.3	28.5	33.7	34.6	32.9	30.2	30.6	36.2
ENSMUSG00000029446	25	30	30	24	24.9	28.3	28.7	27.9
ENSMUSG00000026553	437.1	303	347.5	426.5	531.8	391.9	452	361.4
ENSMUSG00000022100	23.5	23.5	26.8	26.3	30.3	23.9	26.6	26.7
ENSMUSG00000028677	268.3	241.5	347.7	297.5	370.9	334	329.7	259.8
ENSMUSG00000037373	1079	976.6	962.8	1104.1	1047	950.1	1100.4	1126.8
ENSMUSG00000027828	151.1	133.5	99.2	100.1	83	110.4	91.8	110.4
ENSMUSG00000005442	51.6	38.5	57	38.9	45.5	35.2	36.9	40.6
ENSMUSG00000040688	173.2	112.8	91.9	112.2	160.9	186.4	116.4	120.4
ENSMUSG00000028759	129.5	115.3	79.5	80.1	120.2	142.5	102.6	129.7
ENSMUSG00000025261	2752.2	2403.3	2506	2331.2	3029.7	2260.9	2372	2557.8
ENSMUSG00000026553	23.7	25.6	31	24.4	28.1	43.9	24.1	34.5
ENSMUSG00000018585	345.6	243.8	417	310.7	316.7	362.3	340.9	357
ENSMUSG00000026878	58.9	23.7	35.6	28.7	47.8	59.3	59.3	49.4
ENSMUSG00000020936	108	161.3	142.4	289	248.9	161.2	142	175.9
ENSMUSG00000067851	745.2	867.4	847.4	827.2	972.7	1017.3	888.5	650.3
ENSMUSG00000014355	71.4	54.5	74.3	97	57.2	92.5	50.6	51.5
ENSMUSG00000025224	20.3	19.2	18.9	24.5	19.8	18.3	18	21.9
ENSMUSG00000022100	765.4	977.9	1119.4	1191.7	1070.6	1201.6	937.7	1215.8
ENSMUSG00000025224	29.7	31.8	20.2	20.5	29.7	22.9	21	21.7
ENSMUSG00000025261	658.2	667.4	619.1	654.2	907	611.5	582.5	657.1
ENSMUSG00000025224	84.3	137.2	138.2	167.6	205.2	135.8	167.1	100.4
ENSMUSG00000008855	52.1	44.4	39.3	46	93.4	42.7	44	36.9
ENSMUSG00000022770	16	17.1	15.9	17.4	23.3	19.4	17.7	16.3
ENSMUSG00000034820	540.8	529	531.5	604.6	548.5	536.8	584.2	632.5
ENSMUSG00000022770	2378.6	2682.7	2654.2	2591.7	2652.2	3282	2599.6	2560.1
ENSMUSG00000028759	1843.8	1889.6	1914.1	1841.4	2240.6	1989.1	1910.9	1841.6
ENSMUSG00000025224	59.6	52.6	42.1	69.6	40.6	50.9	52.1	69.7
ENSMUSG00000005442	160.8	280.9	187.7	169.9	174.1	243.8	199.1	188.1
