ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000000001	1434.4	1443.9	1392	1518.5	1469.8	1546.9	1471.6	1483.7
ENSMUSG00000001175	3451.2	3415.3	2955.5	3439	3893.6	3217.2	3117.1	3515.2
ENSMUSG00000001986	53.2	51.7	50.7	43.3	50.5	52.6	48.8	47.8
ENSMUSG00000002771	47	50.6	49.4	44.9	47.8	47.1	48	49
ENSMUSG00000005034	1052.4	1211.8	1190.3	1248	1180.3	1266.2	1277.1	1192.4
ENSMUSG00000005469	552.9	518.7	348.6	524.1	584.8	487.5	390.6	530.5
ENSMUSG00000005580	477.2	694.8	476.7	516.8	491.2	623.2	421.9	431.2
ENSMUSG00000015968	83.5	84.7	74.5	83.3	81	89.4	82.6	84.3
ENSMUSG00000019370	971.6	1073.4	780.8	982.1	1032	991.5	809.4	967.8
ENSMUSG00000020431	73.6	80.1	70.8	68.5	72.5	76.3	70.4	73.6
ENSMUSG00000020524	36.8	39.7	40.6	38	40.4	37.2	37.7	38.3
ENSMUSG00000020654	89.8	92.5	90.5	92.1	87	103	90.5	89.7
ENSMUSG00000020734	63.1	65.3	66.3	59.4	64.9	65.2	67.7	71.7
ENSMUSG00000020866	60.4	61.2	58.6	57.5	57.6	61.9	63.9	62.4
ENSMUSG00000020893	272.9	154.1	568.5	366	236.6	352.1	623.9	282.2
ENSMUSG00000021180	120.8	114.9	124.2	112.7	120.5	117.5	120.1	114.6
ENSMUSG00000021250	96	72.6	66.8	63.9	67.9	70.7	66.3	70.6
ENSMUSG00000021313	58.7	55	75.1	58.5	58.2	56.4	65	56.8
ENSMUSG00000021536	78.6	79.5	92	72.3	78	72.5	88.4	79.6
ENSMUSG00000021820	302.6	400.6	232.7	292.1	296.8	347.6	266.2	261.7
ENSMUSG00000021933	36.6	36.3	39.9	37	35.8	37.1	39.8	36.7
ENSMUSG00000022220	175.4	178.1	142.5	196.9	167.7	191	162.8	177.3
ENSMUSG00000022376	38.6	37.7	46.8	37.5	40.5	40	43.3	40.6
ENSMUSG00000022416	64.8	62.7	62.5	60.9	60.7	63	63.4	59.8
ENSMUSG00000022840	66.9	67.8	68.4	65	67.1	69	61.4	67.9
ENSMUSG00000022994	299.3	334.9	371.7	344.6	287.6	424.4	348.4	302.4
ENSMUSG00000023439	86.2	79	81.4	69.6	78.7	73.8	80.3	79.3
ENSMUSG00000024112	60.5	57.8	60.8	59.1	59.2	57	59.5	60.9
ENSMUSG00000024256	56.5	56.1	54.2	57.4	53.7	57.2	59.3	59.5
ENSMUSG00000024617	50.4	51.8	48.9	48.9	46.1	49.8	50.4	49.6
ENSMUSG00000024639	587.6	633	537.6	649.3	622.9	649.1	542.2	602.9
