ID	pvalue_mean	pvalue_brown	pvalue_fisher	pvalue_kost	pvalue_logitp	pvalue_sumlog	pvalue_sump	pvalue_sumz	algorithm
ENSMUSG00000000001	0.390337014527004	0.390337014527004	0.390337014527004	0.390337014527004	0.390337014527004	0.390337014527004	0.390337014527004	0.390337014527004	ARS
ENSMUSG00000001175	0.400217786948955	0.400217786948955	0.400217786948955	0.400217786948955	0.400217786948955	0.400217786948955	0.400217786948955	0.400217786948955	ARS
ENSMUSG00000001986	0.036782850139075	0.036782850139075	0.036782850139075	0.036782850139075	0.036782850139075	0.036782850139075	0.036782850139075	0.036782850139075	ARS
ENSMUSG00000002771	0.133990863249869	0.133990863249869	0.133990863249869	0.133990863249869	0.133990863249869	0.133990863249869	0.133990863249869	0.133990863249869	ARS
ENSMUSG00000005034	0.527730670930034	0.527730670930034	0.527730670930034	0.527730670930034	0.527730670930034	0.527730670930034	0.527730670930034	0.527730670930034	ARS
ENSMUSG00000005469	0.306137214454886	0.306137214454886	0.306137214454886	0.306137214454886	0.306137214454886	0.306137214454886	0.306137214454886	0.306137214454886	ARS
ENSMUSG00000005580	0.0474369987251193	0.0474369987251193	0.0474369987251193	0.0474369987251193	0.0474369987251193	0.0474369987251193	0.0474369987251193	0.0474369987251193	ARS
ENSMUSG00000015968	0.60638687291045	0.60638687291045	0.60638687291045	0.60638687291045	0.60638687291045	0.60638687291045	0.60638687291045	0.60638687291045	ARS
ENSMUSG00000019370	0.0159844338459285	0.0159844338459285	0.0159844338459285	0.0159844338459285	0.0159844338459285	0.0159844338459285	0.0159844338459285	0.0159844338459285	ARS
ENSMUSG00000020431	0.542393886262087	0.542393886262087	0.542393886262087	0.542393886262087	0.542393886262087	0.542393886262087	0.542393886262087	0.542393886262087	ARS
ENSMUSG00000020524	0.854954948053144	0.854954948053144	0.854954948053144	0.854954948053144	0.854954948053144	0.854954948053144	0.854954948053144	0.854954948053144	ARS
ENSMUSG00000020654	0.306279604089636	0.306279604089636	0.306279604089636	0.306279604089636	0.306279604089636	0.306279604089636	0.306279604089636	0.306279604089636	ARS
ENSMUSG00000020734	0.379603026184565	0.379603026184565	0.379603026184565	0.379603026184565	0.379603026184565	0.379603026184565	0.379603026184565	0.379603026184565	ARS
ENSMUSG00000020866	0.398105353729744	0.398105353729744	0.398105353729744	0.398105353729744	0.398105353729744	0.398105353729744	0.398105353729744	0.398105353729744	ARS
ENSMUSG00000020893	3.97015478981189e-06	3.97015478981189e-06	3.97015478981189e-06	3.97015478981189e-06	3.97015478981189e-06	3.97015478981189e-06	3.97015478981189e-06	3.97015478981189e-06	ARS
ENSMUSG00000021180	0.00153348408420229	0.00153348408420229	0.00153348408420229	0.00153348408420229	0.00153348408420229	0.00153348408420229	0.00153348408420229	0.00153348408420229	ARS
ENSMUSG00000021250	0.869095723422957	0.869095723422957	0.869095723422957	0.869095723422957	0.869095723422957	0.869095723422957	0.869095723422957	0.869095723422957	ARS
ENSMUSG00000021313	0.00831249784826649	0.00831249784826649	0.00831249784826649	0.00831249784826649	0.00831249784826649	0.00831249784826649	0.00831249784826649	0.00831249784826649	ARS
ENSMUSG00000021536	0.269157982294181	0.269157982294181	0.269157982294181	0.269157982294181	0.269157982294181	0.269157982294181	0.269157982294181	0.269157982294181	ARS
ENSMUSG00000021820	0.0074771616804159	0.0074771616804159	0.0074771616804159	0.0074771616804159	0.0074771616804159	0.0074771616804159	0.0074771616804159	0.0074771616804159	ARS
ENSMUSG00000021933	0.290215169289304	0.290215169289304	0.290215169289304	0.290215169289304	0.290215169289304	0.290215169289304	0.290215169289304	0.290215169289304	ARS
ENSMUSG00000022220	0.00284819973120942	0.00284819973120942	0.00284819973120942	0.00284819973120942	0.00284819973120942	0.00284819973120942	0.00284819973120942	0.00284819973120942	ARS
ENSMUSG00000022376	0.0200188160682817	0.0200188160682817	0.0200188160682817	0.0200188160682817	0.0200188160682817	0.0200188160682817	0.0200188160682817	0.0200188160682817	ARS
ENSMUSG00000022416	0.145555039376889	0.145555039376889	0.145555039376889	0.145555039376889	0.145555039376889	0.145555039376889	0.145555039376889	0.145555039376889	ARS
