ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000030751	17.3	15	16.7	16.1	16.1	18	15.3	15.5
ENSMUSG00000029446	17.2	17.9	24	18.8	29.9	25	21	19
ENSMUSG00000030967	524.5	490.4	489.6	577.2	311.5	604.6	607.4	501.2
ENSMUSG00000032112	233.5	272.8	238.9	313.2	182.7	309.5	253.1	291.8
ENSMUSG00000079477	257.1	293.8	119.8	302.7	196.9	267.1	264.3	286.3
ENSMUSG00000020936	1212.9	1093.4	1014.7	1274.1	1046.7	1163.7	1208	1225.9
ENSMUSG00000071415	36.3	43.6	40.3	41.8	51.2	34.2	45.7	34.9
ENSMUSG00000028646	657.4	648	580	822.2	384	715.7	723.3	763.3
ENSMUSG00000055204	632.6	690.3	928.1	647.5	524.1	826.5	629.8	583.7
ENSMUSG00000022193	2170.9	2311.1	2011.8	2200.6	1776.3	2219.3	1979.3	2266.6
ENSMUSG00000008855	206.3	146.8	221.9	180.4	267.6	247.6	214.9	126.1
ENSMUSG00000029234	70.5	62.9	56.3	42.7	69	65.7	63.4	64.1
ENSMUSG00000025261	400.5	341.9	358.8	398.4	435.9	416.2	302.8	470.8
ENSMUSG00000003346	300.7	320.7	414.5	345.3	263.7	398.8	373.4	297.5
ENSMUSG00000070733	169.3	181.3	144.1	163.4	227.1	129.4	172.9	122.3
ENSMUSG00000020794	795.9	681	602.7	857.1	730.7	688.8	828.9	869.9
ENSMUSG00000021266	618.8	752.3	656.1	693.5	595.6	593.2	664.5	581.9
ENSMUSG00000025156	272.1	379.5	325.5	386.5	269.4	366.2	329.9	292.4
ENSMUSG00000030751	1508.9	1443.6	1382.7	1810.5	978.9	1618.9	1123	1615.2
ENSMUSG00000067851	26.6	47.1	33.4	33.8	28.1	45.3	28.3	21
ENSMUSG00000029446	24.4	28.5	41.9	24	33.1	25.2	26.7	21.2
ENSMUSG00000026553	755.3	633.6	539.3	609.1	697.1	617.7	653.5	612.4
ENSMUSG00000022100	21.6	21.9	18.2	26.3	19.8	32.7	19.6	25.9
ENSMUSG00000028677	333.4	378.5	239.8	376.3	276.1	243.1	265.8	370.7
ENSMUSG00000037373	681.3	640.6	564.3	672.4	519.8	663	554.7	592.5
ENSMUSG00000027828	115.3	100.4	108.2	86.1	130.6	74	136.7	85.1
ENSMUSG00000005442	42.8	43.2	55.1	38.1	48.3	34.6	46.3	37
ENSMUSG00000040688	113.5	124.8	84.4	134.2	105.2	99.4	111.8	97.9
ENSMUSG00000028759	146.5	214.9	149.3	191	133.3	130.2	165.2	137
ENSMUSG00000025261	2254.8	2330.1	2215.9	1980.3	2044.2	2151.6	1944.6	1996.5
ENSMUSG00000026553	21	18.4	26.4	20.8	22.5	26.8	21.2	19.1
ENSMUSG00000018585	412	569.1	580.9	534.3	463.7	695.8	422.7	491.1
ENSMUSG00000026878	28.9	29.1	109.3	22.4	30	46.8	24	61.7
ENSMUSG00000020936	131.9	135.5	121.2	123.2	85.1	143.1	100	121.5
ENSMUSG00000067851	383.4	381.1	277.7	428.9	231.9	272.8	240.9	273.1
ENSMUSG00000014355	43.5	71.7	78.4	63.1	60.6	77.7	76.8	80.7
ENSMUSG00000025224	17.8	20.7	22.2	18.5	15.7	26.7	25.2	18.7
ENSMUSG00000022100	536.8	586.3	401.6	557	489.9	579.1	538.1	627.3
ENSMUSG00000025224	18.8	24.4	22.3	19.9	19.9	24.2	22	26
ENSMUSG00000025261	534.8	629.3	631.4	602.8	616.5	667.7	646.1	591.9
ENSMUSG00000025224	207.9	182.6	128.5	183.6	90.2	158.5	91.9	220.7
ENSMUSG00000008855	89.5	47	78.5	85.6	67.7	156.7	55.4	54.8
ENSMUSG00000022770	16	15.3	13.3	15.8	12.9	16.9	13.5	13.8
ENSMUSG00000034820	505.9	611.8	525.2	509.4	463	603.3	452.6	434.2
ENSMUSG00000022770	2154.7	2096.8	1772.8	2162.7	1683.4	1979.6	2046	1919.1
ENSMUSG00000028759	1597.5	1846	1422.9	1462.8	1564.1	2146.1	1543.4	1663.8
ENSMUSG00000025224	79.8	73.4	66.5	49.4	46.9	39.6	57.9	48.8
ENSMUSG00000005442	179.5	162	202.5	182.7	197.7	226.6	171.8	205.6
ENSMUSG00000071415	89.6	80.9	117.3	99.1	91	86.9	95.7	97.6
ENSMUSG00000008855	342.8	501	383.9	426.4	344.6	497.4	318.6	465.7
ENSMUSG00000030058	1267.3	1141	1078.7	1051.8	1200.5	931	1065.5	1079.4
ENSMUSG00000026878	98.8	90.6	89	71.8	60.2	88.6	44.7	60.3
ENSMUSG00000008855	219.6	279.5	234.3	225.2	222.2	142	219.6	186.9
ENSMUSG00000001158	317.1	238.3	155	334.7	235	203.3	263.3	257.2
ENSMUSG00000015341	18.5	18.7	25.9	21.9	22.2	18.6	23.1	25.1
ENSMUSG00000001289	271.8	352.2	203.7	297.5	269.1	304.1	256.1	289.2
ENSMUSG00000026965	51.9	43.6	72.9	53.8	52.7	58	50.5	60.7
ENSMUSG00000008855	187.5	198	185.5	229.9	172.9	196.6	147.9	145.1
ENSMUSG00000068328	2010.4	2180	2311.3	2032.3	2346.7	2022.9	2316	2100.2
ENSMUSG00000005442	391.3	491.9	509.2	424.8	484.9	581.3	566.1	447.9
ENSMUSG00000040688	207.7	285.8	224.9	187.7	151.2	206.3	158.2	187.4
ENSMUSG00000008855	146.2	178.3	141.2	157.8	182.8	129.3	135.1	141.7
ENSMUSG00000022898	84.3	101.2	108.2	99.1	98.8	90.7	49.9	110.2
ENSMUSG00000025224	947.2	1043.9	887	969.6	826.1	957.8	994.4	892.6
ENSMUSG00000005442	144	115.2	138.7	126.8	147.7	134.6	153.3	151.5
ENSMUSG00000020459	1017.2	637.4	872.3	719.1	888.1	751.3	878.8	699.6
ENSMUSG00000034820	390.1	358	427.8	344.4	349.4	343.8	369.8	388.4
ENSMUSG00000029405	196.2	172.8	214.5	161.5	97.7	194.3	185.6	170.8
ENSMUSG00000037373	35.7	46.9	28.8	44.6	43.4	33.3	41.3	37.7
ENSMUSG00000038160	47.7	57.7	69.3	54.2	71.8	30.2	48.2	64.8
ENSMUSG00000093575	67.6	79.1	79.5	66.2	59.4	95.8	88.4	80
ENSMUSG00000005442	102.5	121.9	96.2	116.5	64.2	61.3	107.9	105.1
ENSMUSG00000021266	432.3	492.5	326.6	561.2	335.2	476.9	423.9	571.7
ENSMUSG00000008855	736.2	687.7	1002.8	744.6	1106.8	546.3	872.3	736.9
ENSMUSG00000026810	921.3	1038.5	969.1	961	1027.4	744.8	1054.1	1021.8
ENSMUSG00000021282	453.8	381.6	354.7	469.4	413.8	351.7	405.9	411.2
ENSMUSG00000027598	688.8	855.7	828.8	712.8	673.4	878.7	822.8	772
ENSMUSG00000015341	35.2	27.2	28.7	41.9	36.9	81	45.1	39.6
ENSMUSG00000005982	395.1	269.3	294.7	498.4	406.2	350.2	574.6	458.9
ENSMUSG00000026553	2658.5	2687.4	2396.5	2615.7	2765.1	2813.2	2723.6	2802.1
ENSMUSG00000041645	38.4	78.1	33.8	51	27.7	45.2	29.6	40.7
ENSMUSG00000067851	19.2	19	27.4	19.6	21.9	29.4	19.2	18
ENSMUSG00000029405	26	33.2	27	36.2	36.7	32	29.3	21
ENSMUSG00000024309	452.6	602.1	468	571.2	415.7	636.2	523.2	557.7
ENSMUSG00000025224	12.5	15.6	12.2	12.5	14.3	16.6	12.8	13.9
