ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000000001	2138.21812026518	2007.76248042323	2164.5142862132	2126.49281945446	2081.98258079491	2130.93692099204	2115.54676896223	1941.64363238062
ENSMUSG00000000028	60.8665715479818	58.1467907646258	61.1153298003936	45.7473396188037	41.7368568140496	41.8610849144918	34.4596327250853	45.5775521189778
ENSMUSG00000000037	5.46930625427734	6.66960633388748	11.2462616188187	4.05777143653212	5.8906341976283	8.72201861469387	15.3767367209657	6.89343473708
ENSMUSG00000000049	135.191288527755	149.775536560193	196.895025153984	154.195314588221	151.570690535233	154.323701102679	184.082318675884	157.847349902004
ENSMUSG00000000056	747.624331030586	940.720675735702	1063.13611637142	869.086106209822	1013.20782907361	718.313272536538	758.111919951877	1084.61302163831
ENSMUSG00000000058	960.173374213413	884.834440295739	916.200144146451	1003.88124021161	898.367917313469	744.601058603644	823.13059126874	974.05121465213
ENSMUSG00000000078	977.799968525069	783.454348284564	912.998573219727	660.874505725179	743.237599834262	878.164833961851	891.099568467891	891.850729816008
ENSMUSG00000000085	481.072191698783	466.095064868819	444.640422259165	488.433042422857	499.105886693451	451.217765977881	414.232760109989	458.733138140304
ENSMUSG00000000088	1965.59661404464	1773.24611776454	2966.67064778055	3099.27354409049	3328.27562623926	2836.10971954462	3053.38057744889	2910.17156368624
ENSMUSG00000000093	1010.30048953537	1231.50545825478	923.443037367446	1156.06509787383	1040.81837347049	1052.20812704894	860.768922128435	1207.60443075938
ENSMUSG00000000094	0	4.39335334884733	1.88002765556727	0	1.11160105564791	0	0	0.911551042379557
ENSMUSG00000000103	0.626675885189091	1.45366976911565	0	0	0.736329274703538	0	0	0
ENSMUSG00000000120	27.7900263911978	17.4440372293877	20.0541229323502	18.8002765556727	12.1733143095964	30.7534734419313	20.6172196916991	14.3702231796017
ENSMUSG00000000125	0	0	1.11160105564791	0	0	0	0	0
ENSMUSG00000000126	31.9807349205442	27.7900263911978	28.4044000557248	33.8404978002109	21.8677309254808	28.716841713438	20.9656739747298	19.770090069813
ENSMUSG00000000127	198.718127238743	178.967769959314	186.717517326012	159.802350723218	177.441016652473	178.191684478256	219.119657572734	194.791749061497
ENSMUSG00000000131	1012.66794690931	1131.23484359303	1093.15966637497	1052.95086282606	1060.8973460419	1022.10836874341	1176.75371659431	1028.23097647432
ENSMUSG00000000134	611.046881289149	583.590554215154	610.382312174175	687.792258492194	590.906025419966	596.15438171623	568.384879724217	552.983285302357
ENSMUSG00000000142	64.5476161744764	80.0352760066497	61.1153298003936	53.7857814572789	79.0803602792519	60.1623687970507	73.1007005223215	66.95322870278
ENSMUSG00000000148	317.357917397225	328.15837525664	324.62171492257	298.748027721618	279.011864967626	290.528425152816	299.455972437823	327.124812068706
ENSMUSG00000000149	1745.10038104738	1986.26972134505	1966.42226744116	1813.14728987844	2074.92385586108	1807.73717497506	1955.18583946054	2137.36640421423
ENSMUSG00000000154	6335.09285380598	6300.40567578709	6743.65461152396	6120.47541239741	6676.29753373698	7292.62727594545	5779.45633040866	6849.51818486622
ENSMUSG00000000157	1.87437693646978	0	0	0	0	0	2.20898782411061	3.33480316694374
ENSMUSG00000000159	1119.38226303745	1242.07160444478	1099.33055710975	1050.01145037451	1066.99361053088	1324.65636519166	1183.98143153675	1310.66017399987
ENSMUSG00000000167	76.8836836048283	73.3656696727623	75.5908279940136	103.00526778889	58.8376858297157	61.4142367485309	67.0059639980219	91.2196775748627
ENSMUSG00000000168	3096.92054103509	3051.87288988676	3061.58854886348	3504.92734758884	3174.56973806765	3206.70050451258	3055.57725412332	3137.01936175156
ENSMUSG00000000171	5658.69047609669	4818.91528461837	4729.86249178187	4911.76904401131	4771.93920936177	4699.6877720419	5059.10828520654	5366.85228075938
ENSMUSG00000000184	241.561026230583	283.257500105469	298.002302668707	294.901971337912	275.677061800682	285.695758584973	296.551351047195	363.170543569625
ENSMUSG00000000194	1051.52546135955	981.914473467378	1043.73489422503	1024.58337163462	1150.37820225686	1070.62276541894	1088.25743347931	1078.50919841043
