ID	CT18	CT20	CT22	CT24	CT26	CT28	CT30	CT32	CT34	CT36	CT38	CT40	CT42	CT44	CT46	CT48	CT50	CT52	CT54	CT56	CT58	CT60	CT62	CT64
ENSMUSG00000000001	301.9	315.2	268.8	317.1	309	313.6	305.2	339.6	291.3	317.9	308.9	340	308.2	283.4	288.8	379.7	328.9	351	301.4	354	320.2	339.4	324.2	318.4
ENSMUSG00000001175	2722.6	2731.3	2744.8	2816.1	2777.3	2809.1	2753.2	2843.7	2586.3	2868.9	2851.4	2643.9	2686.8	2790.6	2855.2	2913.2	2863.1	2573.2	2606.5	2604.5	2765.8	2631.3	2497.7	2664.2
ENSMUSG00000001986	61.3	50.1	51	46.7	49.9	49.2	48.3	54	66.3	55.9	62	73.9	57.8	51.1	56.4	64.2	61.6	56.6	66.9	56.5	62.8	64.5	72.2	66
ENSMUSG00000002771	55.4	59.2	58.9	57.2	54.3	55.2	56.1	66.8	63.6	59.7	60.8	58.8	56.9	53.2	53.2	56.1	56.1	59.6	63.5	57.9	55.4	49.6	58.8	58.3
ENSMUSG00000005034	1104.8	1173.7	1094.3	1158.7	1046.7	1156.6	1025.3	1180.1	1131.2	1248.1	1073.4	1148.3	1125.7	1111.4	1153.7	1167	1107.1	1224.9	1238.5	1199.8	1158.8	1171	1091	1105.7
ENSMUSG00000005469	878.6	829.2	874.2	890.8	883.9	883.2	830.3	905.9	881.9	906.3	894.9	949	812.3	935.8	959.4	936.7	840.7	831.2	845	856	925.5	880.1	827.1	964.3
ENSMUSG00000005580	395	416.2	381.6	373.1	365.1	374.4	346.1	402	417.6	386.2	363.9	432.7	364.1	436.5	457.7	372.7	374	394.4	364.2	385.2	348.5	395.7	378.2	394.7
ENSMUSG00000015968	64.9	68.6	72.6	72.3	73	71.2	72.6	78.3	75.9	70.7	64.3	76.4	71.4	73.9	68.8	70.5	63.6	75.2	68.1	66.5	71.8	75.3	79.4	68.5
ENSMUSG00000019370	1576.3	1595.2	1498.5	1533.1	1576.7	1594.7	1513.1	1545.9	1615.8	1621.7	1586.9	1743.9	1594.3	1689	1725.1	1763.8	1601.5	1562.1	1598.9	1579.8	1634	1591	1638.6	1805.7
ENSMUSG00000020431	105.5	97.5	112.4	98.4	106.1	113.7	103.7	104.3	101.6	103.9	107.1	100.3	99.6	103.1	88	101.5	92.5	104	104.3	99.2	92.5	94.7	99.7	101.1
ENSMUSG00000020524	29.2	35.4	36.5	33.1	33.8	32.3	37.1	33.3	31.7	32.6	34.5	31	35.4	31.3	27.1	33.1	33.6	29.5	34.3	29.8	34.2	31.3	32.3	33.2
ENSMUSG00000020654	113.3	119.8	124.4	115.6	121.8	114.9	131.6	123.9	111	113.1	121.6	114.6	127.4	131.1	132	113.6	118.9	109.9	112.4	117.8	119	122.1	123.3	124.5
ENSMUSG00000020734	59.2	74.8	71.8	66.7	74.3	63.4	67.2	72.4	75.2	70.2	71.1	65.6	64.5	67.1	63.1	63.8	70.4	69	64.1	67.3	72.3	68.7	73.2	70.4
ENSMUSG00000020866	143.5	150.7	165.4	155.8	161.8	152	155.5	159.9	167.4	153.1	172.9	176.5	151.2	153.1	168.9	144.8	153.5	156.3	137	158.6	173.5	145.2	157.6	174.1
ENSMUSG00000020893	253.7	411.9	269.8	253.8	259.7	232	607.3	732.8	693.8	610.5	453.6	396.9	233.1	293.5	281.8	182.3	215.5	471.7	466.4	678.2	730.6	643.2	366.9	258.1
ENSMUSG00000021180	241.5	268.1	262.6	244.8	246.5	262.1	258.1	296.2	315	307.3	250.6	312.3	271.4	239.2	264	252.4	244.4	320.6	295.1	361.5	306.4	288.7	266	263.7
ENSMUSG00000021250	53.2	60	66.4	54.6	53.2	51.9	58.7	61.9	54.2	53.8	53.7	55.9	54.5	53.8	53.1	52.9	56.6	51.4	48.7	57.2	53	50.2	54.3	56.9
ENSMUSG00000021313	7179	7656	7328.3	7003.1	7210.9	7177.5	7420.9	7312.1	7445.1	7601.5	7406.5	7674.6	7302.5	7813.1	8196.9	7437.3	7776.3	7312.1	6886.6	7105.3	7077.2	7239	7168.6	7956.8
ENSMUSG00000021536	40.9	45.2	53	43.5	52.3	46	52.8	42.3	54	48.2	49.7	43.2	48.2	45.3	40.5	46.3	51.9	50.8	53.1	43.1	48.4	47	55	45.9
