ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000000001	358.6	323.3	306.5	320.1	356.3	332.8	337.4	322.4
ENSMUSG00000001175	5663.4	5372.7	5410.1	5464.8	5439.4	5412	5643.4	5422.9
ENSMUSG00000001986	1304.7	1230.3	1242.3	1190.7	1282.9	1193.9	1244.5	1245.1
ENSMUSG00000002771	299.6	307	288.7	276.3	315.7	305.2	318.9	314.4
ENSMUSG00000005034	3953	3937.4	4033.6	3855.1	4021	3942.6	3954.4	3974.7
ENSMUSG00000005469	905.7	931.8	925.5	880.9	923	926.1	899.9	903.9
ENSMUSG00000005580	341.1	325.8	334.7	335.8	320.4	312	334.9	343.1
ENSMUSG00000015968	437.8	443.6	453.5	425.1	424.8	438.3	436.4	429.2
ENSMUSG00000019370	4302.7	4157.6	4071.8	4228.8	4170.6	4124.6	4278.4	4182.8
ENSMUSG00000020431	676.8	421.5	431.7	488.8	533.9	420.9	535.9	486.7
ENSMUSG00000020524	2399	2603.1	2700.9	2337.5	2511.5	2444.2	2528.3	2542.5
ENSMUSG00000020654	422.6	472.7	451.2	428.9	458.8	442	419.9	457.8
ENSMUSG00000020734	296.6	244.9	247.1	241.5	255.2	245.1	268.8	244.5
ENSMUSG00000020866	1136.6	942.1	964	989.6	1007.3	946.4	1008.8	988.3
ENSMUSG00000020893	348.2	365.6	502.2	380	360	389.1	498	338.8
ENSMUSG00000021180	318.3	321.7	341.1	289.1	330.9	330.3	314.3	322.4
ENSMUSG00000021250	69.1	56.1	74.1	70.3	65.2	70.2	74.6	50.3
ENSMUSG00000021313	698.7	837.4	795.1	798.9	796.9	802.7	761.6	810
ENSMUSG00000021536	930.4	1074.9	1046.3	982.5	1035.3	1094.7	1042.7	1051.7
ENSMUSG00000021820	1623.6	1755.1	1798.8	1733.3	1664.9	1748.5	1705.1	1641.1
ENSMUSG00000021933	30.6	29.5	32.6	32.5	29.1	28.3	29.8	30
ENSMUSG00000022220	107.6	107.7	104.2	127.7	95.9	108	96.3	110
ENSMUSG00000022376	810.3	685.9	632.4	674	693.6	665.6	676.6	700.9
ENSMUSG00000022416	383.7	412.4	397.2	408.3	401	398.8	385.3	397.3
ENSMUSG00000022840	746.7	774.5	757.8	736	783	741.2	766.9	840.2
ENSMUSG00000022994	390.4	379.5	409.6	393.3	430.9	388.4	406	427.7
ENSMUSG00000023439	74	78.7	75.9	66.3	74.5	70.8	73.6	71.2
ENSMUSG00000024112	230.7	280.2	286.9	261.3	268	286.7	274.7	284.4
ENSMUSG00000024256	717.1	837.8	842.3	834.3	755.7	854	864.8	727.1
