ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000000001	1025.7	944.7	948.4	943.1	999.7	947.4	887.6	930.1
ENSMUSG00000001175	2291.6	2290.5	2167.7	2337.8	2366.2	2191	2235.9	2408.7
ENSMUSG00000001986	418.2	421.6	394.5	417.2	383.1	430.2	380.5	406
ENSMUSG00000002771	51.8	53.8	49.2	51.5	53.7	52.2	52.1	53.9
ENSMUSG00000005034	1023.7	965.7	1041.6	1051.6	1063.7	1016.9	1048.7	1083.1
ENSMUSG00000005469	358.5	364.6	367.3	395	370.7	364.6	345.9	367.8
ENSMUSG00000005580	249.7	257.9	261.4	284.6	249.9	255.6	257.5	264.2
ENSMUSG00000015968	126.2	124.4	115.8	119	117.3	124.7	124.6	116
ENSMUSG00000019370	1863.4	1961.4	1926.9	1935.7	1853.4	1965.5	1882.9	1924.3
ENSMUSG00000020431	160.6	145.9	141.3	147.8	147.7	162.7	140.3	147.2
ENSMUSG00000020524	26.6	27.7	28.9	27.5	31.1	27.5	27.2	29.6
ENSMUSG00000020654	105.8	123.7	121.3	124.1	118.7	117.9	115.6	112
ENSMUSG00000020734	58.4	65	61.3	63.2	62	57.2	81.5	65
ENSMUSG00000020866	69.5	74.2	78.5	76.3	77	75	78.6	75.8
ENSMUSG00000020893	194.1	150.8	446.4	252.2	199	264.9	413.8	191.5
ENSMUSG00000021180	145.4	137.3	161	145.8	123.6	135.5	134.9	123.3
ENSMUSG00000021250	51.4	64	50.9	53.7	59.1	51.3	58.8	64
ENSMUSG00000021313	67.6	64.5	68.2	70	65.6	64.9	68.9	67.5
ENSMUSG00000021536	56	57.6	56.4	55.1	56.5	62	55.1	55.8
ENSMUSG00000021820	260.6	271.7	250.9	241.7	265.4	288.8	256	266.5
ENSMUSG00000021933	29.5	28.3	30.7	28	29.8	29.1	31	30.1
ENSMUSG00000022220	163.2	145.6	151.5	183.7	156.7	148.3	166.1	173.9
ENSMUSG00000022376	32.4	28.5	28.9	31.6	29.9	29	33.1	30.2
ENSMUSG00000022416	43.2	42.3	44	43.2	44.4	45.6	51.1	43.5
ENSMUSG00000022840	77.9	75.6	82.2	81.2	83.6	80	89	81
ENSMUSG00000022994	585.5	544.1	576.8	635.5	559.3	600.7	530.4	602.7
ENSMUSG00000023439	79	76.9	71.9	76.5	75.2	81.2	89	75
ENSMUSG00000024112	81.1	74.4	72.8	72.1	79.7	75.7	79.8	72.7
ENSMUSG00000024256	34.8	36.7	36.1	37.9	35.1	34.2	43.5	36.4
ENSMUSG00000024617	50.8	56.4	53.5	50.4	55.5	55.7	62.4	55.5
ENSMUSG00000024639	760.4	721.4	711.3	763.4	772.1	708.1	658.3	738.6
ENSMUSG00000024960	367.7	378.3	372.5	392.6	382.6	383.7	375.7	370.2
ENSMUSG00000025739	50	59	53.7	56.2	58	57.7	62.9	58.9
ENSMUSG00000025892	79.4	73.2	72.9	68	70.8	66.8	62	69.2
ENSMUSG00000025958	654.7	514.5	568.1	674.2	637.2	555.7	573	662.6
ENSMUSG00000026567	23.7	23.7	23	25.2	24.4	23.7	22.1	24
ENSMUSG00000026824	46.5	50.2	50.5	51.6	51.9	47.1	59	50.2
ENSMUSG00000026959	67.6	71.5	69.3	63.9	66.7	65.7	73.1	76.9
ENSMUSG00000027523	930.1	917.5	905.3	950.6	949.7	913.6	946.7	973.1
ENSMUSG00000027669	143.5	128.1	124.7	127.6	130.5	145.8	127.5	131.4
ENSMUSG00000028957	127.7	202.9	454.2	343.6	135.5	274	470.9	261
ENSMUSG00000029064	3781	3710.6	3727.4	3833.2	3854.8	3636.5	3670.5	3760.1
ENSMUSG00000029334	45.2	44	46.4	50.1	44.5	47.3	46.6	49.6
ENSMUSG00000029361	56.6	59.8	58	58.6	57.3	64.2	65.6	67.8
ENSMUSG00000029663	21.6	23.7	25.5	21.3	21.5	21.3	21.1	21.5
