ID	CT18	CT20	CT22	CT24	CT26	CT28	CT30	CT32	CT34	CT36	CT38	CT40	CT42	CT44	CT46	CT48	CT50	CT52	CT54	CT56	CT58	CT60	CT62	CT64
ENSMUSG00000000001	787.5	782.4	951.3	842.8	810.7	730.9	892.2	798.5	927.4	845.5	856.9	772.4	1088.4	903.9	885	857.6	772.9	766.6	834.6	885.3	882.5	1040	934.3	901.8
ENSMUSG00000001175	2297.3	2336.8	2458.6	2398	2283	2334.2	2133	2380.8	2209.7	2206.8	2276.4	2323.4	1924.2	2479	2410.4	2244.6	2265.2	2139.9	2200.2	2102.6	2340.6	1771.6	2314.1	2350.3
ENSMUSG00000001986	985.6	880.3	925.6	1055	1033	935	1033.7	1000	1125.3	1008	982.5	917.3	1033.9	958.4	969	937.3	714	970.2	1023	1040.2	1162	1018.2	1020.5	929.1
ENSMUSG00000002771	54.7	53.5	52.9	49.5	45.9	49.2	49.3	47.9	49.8	54.1	45.4	50.1	50.2	50.7	52.2	54.9	52.3	55.4	50.6	50.8	54	55.2	51.8	53.5
ENSMUSG00000005034	1129.5	992.7	1035.7	1024.5	959.5	915.2	886	966.5	1065.3	1027.9	1044.4	1023.7	963.2	1078.9	1068.9	940.9	835.5	922.3	980.8	957.8	1105.6	904	1121.9	1055.4
ENSMUSG00000005469	436.9	405.7	445.7	441.9	428.4	445.1	409.6	419.3	414.4	398.4	374.6	378.3	342.5	421.8	466.7	409.4	412.8	409.6	413.6	397	411.9	276.6	432.6	428.7
ENSMUSG00000005580	504.3	488.2	435.6	470.8	486.4	479.4	525.4	448	509.2	462.9	453.2	455	437.5	442.7	451.7	436.6	386.4	424.3	504.4	470.9	468.7	420	491	433.2
ENSMUSG00000015968	272.4	261.2	273.5	239.2	263.7	232.3	248.2	243.7	290	261.5	262.8	233.6	251.4	270	243.3	221.6	196	212.3	249.9	234.1	282.1	213.1	275.5	242.3
ENSMUSG00000019370	1354.2	1419.8	1368.1	1464.6	1427.3	1343.6	1294.7	1311.9	1349.2	1380	1310.4	1372	1134.2	1481.1	1372.4	1336.7	1199.9	1292	1314	1241.5	1408.8	1155.1	1405.4	1310.6
ENSMUSG00000020431	127.4	109	116.4	119.5	120.9	104.5	114.3	107.6	115.8	122.5	110.8	122.5	115.4	136.7	114.8	127	115.4	110.2	112.7	108.6	125.9	107.6	123.3	113.3
ENSMUSG00000020524	30.7	34.7	33.8	35.9	36.4	29.4	31	36.8	31.2	38.5	34.2	36.7	40	32.2	35.3	31.4	34.2	38.7	31.2	30.2	40.8	45.5	34.3	33.6
ENSMUSG00000020654	313	284	314	289.2	303.8	286.4	303	301	307	319.2	288.8	287.3	225.3	274.2	288.5	264.3	272.8	284.3	323.9	309.1	301.6	220.7	299.3	270.7
ENSMUSG00000020734	136.9	154.5	156.5	154	149.5	146.1	133	139.2	148.8	176.1	153.7	140.4	124.2	141	154.7	147	130.6	136.6	148.2	118.4	155.1	145.6	145	147.7
ENSMUSG00000020866	53.6	58.8	56.5	56.1	54.1	55.2	44.4	53.8	53.2	58.7	53.2	53.6	56.4	53.9	56	55.6	54.5	55.8	59.9	51.6	54.7	50.3	53.5	56.3
ENSMUSG00000020893	270.3	370.4	220.6	347.2	296.6	284.6	625.4	576.6	625.3	543.9	469.2	332.3	194.1	354.9	239.6	232.6	224.6	398.5	365.1	565.5	659.7	384.6	411.9	245.6
ENSMUSG00000021180	152.3	149.9	156.2	146	157.5	151.4	151.9	151.9	173.3	146	153.3	148.4	147.4	170	150.2	125.3	126.5	149	151.3	147	162.9	146.9	150.6	157.2
ENSMUSG00000021250	64.3	66.4	66.3	74.8	73	71	67.7	65.7	73.2	82.4	93.6	63.4	68.4	68.6	65.1	72.5	82.1	77.4	72	64.6	77.8	60.3	69.1	71.8
ENSMUSG00000021313	166.6	160.7	151.7	150.8	160	136	153.8	145.5	165.3	162.9	152.4	154.5	160	159.1	149.8	141.7	119.6	137.8	141.8	151.9	187	140.7	168.6	154.4
ENSMUSG00000021536	53.8	66.5	59	52.9	54.6	54.8	46.8	50.9	53.1	60.5	57.4	65.4	63.3	55.1	53	52.5	46.6	58.9	59.8	41.2	59.9	88.5	60.5	70.6
ENSMUSG00000021820	361.7	348.3	371	364.3	362.7	330.9	374.5	343	398.1	337.4	340.5	311	286.6	338.6	356.6	348.8	302.6	308.9	347	376.8	382.9	254.5	362.4	340
ENSMUSG00000021933	40.7	38.3	40.3	41.8	39.5	35.8	34.5	36.4	40.6	43.9	42.7	37.9	41.2	40	40	41.8	37.1	41	38	41.6	45.3	48.6	39.1	40.2
ENSMUSG00000022220	161.9	165.5	165.7	159.4	182.1	159.6	169.9	187.3	185.7	162.3	168.3	158.1	152.8	162.3	165.3	168.2	175.3	159.9	186.9	146.1	182.5	156.5	170.2	147.2
ENSMUSG00000022376	32.1	40.2	40.3	42	37.9	42.3	35.6	38.2	35	43.8	35.6	40.4	34.7	37.4	40.9	34.6	37	39.5	39.1	37.2	40.3	37.7	37.5	40.4
ENSMUSG00000022416	45.3	43.2	47.9	49	46.3	47.7	47.3	47.7	47	50	47.7	47.3	51	47.5	47.7	46.5	46.9	48.6	53.9	44.1	47.8	56	48.2	45.1
ENSMUSG00000022840	113	110.4	135	116.3	131.4	140.3	132.3	133.2	149.5	131.4	120.3	110	92	121.8	126.4	129.4	131.8	113.3	151.2	148	128.1	95.7	121.6	113
ENSMUSG00000022994	322.1	329.8	323.6	306.8	348.6	315.7	344.3	382.3	368.8	355.2	374.1	371.1	277.3	320.9	319.2	346.2	319.3	346.1	366.1	360.5	348.1	245	357.2	304.3
ENSMUSG00000023439	268.2	232.2	191.8	211.2	219.1	192.7	234.6	217.5	277.8	256.1	199.5	208.4	195.6	229.9	219.3	183.8	185.1	224.9	196.8	231	275.8	208	213.6	215.4
ENSMUSG00000024112	839.7	901.5	899.4	939.5	837.5	652.2	620.9	414.7	504.5	486.6	599.9	719.4	596.4	855.7	813.1	876.1	725.2	518.9	540.7	473.5	428.4	372	734.2	832.6
ENSMUSG00000024256	34.6	35.6	33.5	33.2	34.1	33.2	29.5	32.6	28.3	38.2	34.3	33.6	39	36.4	33.7	32.8	32.8	34.7	34.9	31.6	35.4	35.6	34.2	34
ENSMUSG00000024617	40.1	39.5	38.3	47.3	40.5	44.6	38	41	40.4	44	40.4	37.1	41.4	38.5	40.3	38.2	39.7	42.5	41.9	40.5	40.2	50.1	40.7	43.9
ENSMUSG00000024639	729.6	635.5	649	668.8	664.5	629.1	664.2	644.5	650.2	645.3	649.4	608.7	550.1	665.1	656.9	682.6	594.5	608.8	615.6	585.7	681.1	606	696.4	656.6
ENSMUSG00000024960	549.2	564.6	535.1	591.5	565.3	504.3	499.5	483.7	531	517.2	537.4	558.4	519	544.5	583.6	594.1	486.8	448	525.6	509.6	492	399.4	556.3	556.1
ENSMUSG00000025739	52	52.1	52.4	53.6	57.3	55.2	49.2	53.1	50.1	54.2	52.1	53.6	57.2	52	53.6	48.8	57.9	53.4	53	45.3	55.7	51.2	53.7	51.4
ENSMUSG00000025892	79.3	88.9	75.9	89.6	76.4	79.1	90.2	82.9	95.4	83	86.8	85	82.9	86.3	73.2	85.7	68.7	85	77	84.5	95.1	86	81.9	86
ENSMUSG00000025958	418.4	390.8	429.3	414	383	382.9	394.4	402.2	423.8	389.1	402.6	430.8	504.7	450.2	434.5	448.1	379.9	374.7	371.2	383.8	412.5	426.9	422.7	441
ENSMUSG00000026567	22.3	19.5	20.4	20.4	20.2	21	18.8	19.9	19.9	21.1	20.4	19.5	19.1	21.1	21.2	21.4	20	19.6	21.4	20.1	19.5	24.5	18.9	21.3
ENSMUSG00000026824	52.5	56.7	48.5	55.2	49.4	55.9	51.6	54.6	51.1	55.3	53.5	54.4	58.3	53.5	51.8	58.4	47.3	51.3	51.7	53.2	62.3	47.7	51.7	54.7
ENSMUSG00000026959	138.8	130.3	141.2	131.8	140.5	119.4	126.9	129.9	140.4	138.3	123.6	121.6	126.9	148	133.6	131	116.2	116.9	125.4	136.9	142.7	105.8	133.7	132
ENSMUSG00000027523	2313.1	2255	2265.8	2272.6	2336.2	1984.6	2133.1	2118.4	2246.3	2236	2073.8	2093.6	1925.7	2262.9	2298	2063	1881.1	1995.9	2103.6	2114.4	2311.1	1713.9	2225.1	2112.4
ENSMUSG00000027669	360.6	354.8	366.5	369.7	421.4	387.9	359.5	325.3	355.4	320.1	293.6	326.9	275.2	376.2	369.5	361	335.4	354.8	387.5	340.1	365.8	237.8	346.3	390.6
ENSMUSG00000028957	323.3	185.5	173.8	205.1	219.6	247.9	317.4	452.6	575.4	548.4	507.1	371.9	247.6	189.5	173.4	168.5	162.6	274.7	438	481.7	557.2	423.4	436.3	303.7
ENSMUSG00000029064	4727.4	4623.7	4978.6	4740.9	4711.7	4714.7	4414.5	4815.4	5047.4	4654.6	4562.3	4646.2	3883.5	4759	4721.2	4766.9	4121.4	4507	4751.7	4562.6	4866.1	3938	5006	4839.5
ENSMUSG00000029334	91.4	75.6	79.6	85.2	72.3	61.3	76.9	54.9	65.3	58.6	62.8	66.1	78.9	85.3	75.6	78.2	72.7	57.7	65.9	69.2	70.2	60.9	79.8	72.4
ENSMUSG00000029361	57.1	59	60.3	56.4	57.5	47.8	54	53	54.7	57.3	53.4	53	55.1	56.6	58.6	58.3	55.1	52.5	60.3	48.8	59.3	61.3	60	50.9
ENSMUSG00000029663	23.3	28.9	22	28.9	23.9	28	23.9	25.7	22.7	26.6	29.5	31.6	23.9	30	25.3	29.1	23.4	29.4	24.7	26.9	27	27.6	25.6	33.1
ENSMUSG00000029713	1192.5	1291.1	1324.1	1325.1	1346.9	1274.9	1262.8	1300.6	1275.3	1397	1290.8	1320.7	787.8	1272	1212.2	1216.8	1146.4	1266.6	1355.5	1272.5	1310.7	827.8	1320.3	1254.7
ENSMUSG00000029778	374.2	347.4	343.7	327.4	363.1	298.9	372	333.2	400.2	414.9	338.6	325.2	268.8	359.5	324	284.4	289.6	308	343.9	356.9	425.1	257.8	374.5	294.3
