ID	pvalue	algorithm
ENSMUSG00000000001	0.589342657123307	ARS
ENSMUSG00000001175	0.490008741333835	ARS
ENSMUSG00000001986	0.41533766584675	ARS
ENSMUSG00000002771	0.819279154000692	ARS
ENSMUSG00000005034	0.217219224962303	ARS
ENSMUSG00000005469	0.817825513197059	ARS
ENSMUSG00000005580	0.1353971362944	ARS
ENSMUSG00000015968	0.00409986803205065	ARS
ENSMUSG00000019370	0.00113926820982801	ARS
ENSMUSG00000020431	0.492273539892109	ARS
ENSMUSG00000020524	0.160460823621535	ARS
ENSMUSG00000020654	0.082561678365036	ARS
ENSMUSG00000020734	0.13389345327662	ARS
ENSMUSG00000020866	0.121505923200481	ARS
ENSMUSG00000020893	0.0109418666521476	ARS
ENSMUSG00000021180	0.335048466869592	ARS
ENSMUSG00000021250	0.329934233619798	ARS
ENSMUSG00000021313	0.877278690250814	ARS
ENSMUSG00000021536	0.498655686615457	ARS
ENSMUSG00000021820	0.775027039366273	ARS
ENSMUSG00000021933	0.516380629504108	ARS
ENSMUSG00000022220	0.0437266100500308	ARS
ENSMUSG00000022376	0.104441632456354	ARS
ENSMUSG00000022416	0.191460803221472	ARS
ENSMUSG00000022840	0.676309611439141	ARS
ENSMUSG00000022994	0.0134671333369817	ARS
ENSMUSG00000023439	0.531719347713363	ARS
ENSMUSG00000024112	0.951022641547319	ARS
ENSMUSG00000024256	0.274544907547134	ARS
ENSMUSG00000024617	0.807106802090264	ARS
ENSMUSG00000024639	0.270940543246547	ARS
ENSMUSG00000024960	0.450899407900881	ARS
ENSMUSG00000025739	0.28314073783923	ARS
ENSMUSG00000025892	0.209791307019603	ARS
ENSMUSG00000025958	0.0957481431350355	ARS
ENSMUSG00000026567	0.307676426172065	ARS
ENSMUSG00000026824	0.853728021410561	ARS
ENSMUSG00000026959	0.339812780986151	ARS
ENSMUSG00000027523	0.514072676383524	ARS
ENSMUSG00000027669	0.760030297904726	ARS
ENSMUSG00000028957	0.00565100026843868	ARS
ENSMUSG00000029064	0.566876144868088	ARS
ENSMUSG00000029334	0.221734172530463	ARS
ENSMUSG00000029361	0.910175528910268	ARS
ENSMUSG00000029713	0.0095941612111754	ARS
ENSMUSG00000029778	0.000898969164856434	ARS
ENSMUSG00000030102	0.0340240316911662	ARS
ENSMUSG00000030209	0.485598123131746	ARS
ENSMUSG00000030592	0.745794264592269	ARS
ENSMUSG00000031659	0.114171949774623	ARS
ENSMUSG00000031748	0.169224064172748	ARS
ENSMUSG00000032034	0.997521893162431	ARS
ENSMUSG00000032192	0.336964251883905	ARS
ENSMUSG00000032246	0.243068827403623	ARS
ENSMUSG00000032562	0.470575526034042	ARS
ENSMUSG00000032766	0.664362724748364	ARS
ENSMUSG00000033981	0.30723528222292	ARS
ENSMUSG00000036402	0.0646777712642844	ARS
ENSMUSG00000036438	0.0965876871903258	ARS
ENSMUSG00000038026	0.221690031298481	ARS
ENSMUSG00000038473	0.179147534007583	ARS
ENSMUSG00000038607	0.0609773583049085	ARS
ENSMUSG00000038811	0.221686614793391	ARS
ENSMUSG00000039943	0.544900389711126	ARS
ENSMUSG00000040061	0.222562040598916	ARS
ENSMUSG00000041624	0.606942537799522	ARS
ENSMUSG00000042644	0.00106892898074351	ARS
ENSMUSG00000048240	0.1975718500153	ARS
ENSMUSG00000049892	0.0978886637985845	ARS
ENSMUSG00000050965	0.276482868392077	ARS
ENSMUSG00000051177	0.119823376557975	ARS
ENSMUSG00000051331	0.0102005325292736	ARS
ENSMUSG00000052889	0.694365294169906	ARS
ENSMUSG00000052920	0.0290564781355334	ARS
ENSMUSG00000053819	0.0197384586495262	ARS
ENSMUSG00000055866	0.0405369101933832	ARS
ENSMUSG00000057378	0.0331704493318901	ARS
ENSMUSG00000057614	0.429922712128381	ARS
ENSMUSG00000057897	0.0700875141311353	ARS
ENSMUSG00000063065	0.548966066409882	ARS
ENSMUSG00000063130	0.409483854173461	ARS
ENSMUSG00000063358	0.360094537068647	ARS
ENSMUSG00000063594	0.00530119042867883	ARS
ENSMUSG00000068523	0.126693750419164	ARS
ENSMUSG00000078816	0.00690089167350094	ARS
ENSMUSG00000000001	0.302014913141094	GeneCycle
ENSMUSG00000001175	0.625467484680738	GeneCycle
ENSMUSG00000001986	0.570676853021686	GeneCycle
ENSMUSG00000002771	0.254572374452138	GeneCycle
ENSMUSG00000005034	0.332804047541669	GeneCycle
ENSMUSG00000005469	0.850912773498326	GeneCycle
ENSMUSG00000005580	0.46424039499627	GeneCycle
ENSMUSG00000015968	0.0844239859095183	GeneCycle
ENSMUSG00000019370	0.144813944746245	GeneCycle
ENSMUSG00000020431	0.613745644311126	GeneCycle
ENSMUSG00000020524	0.711436717974344	GeneCycle
ENSMUSG00000020654	0.158475346313322	GeneCycle
ENSMUSG00000020734	0.695134946802192	GeneCycle
ENSMUSG00000020866	0.401024964490101	GeneCycle
ENSMUSG00000020893	0.188411920820975	GeneCycle
ENSMUSG00000021180	0.348723230188547	GeneCycle
ENSMUSG00000021250	0.92952247445354	GeneCycle
ENSMUSG00000021313	0.650450725332551	GeneCycle
ENSMUSG00000021536	0.403190226571658	GeneCycle
ENSMUSG00000021820	0.859222625013982	GeneCycle
ENSMUSG00000021933	0.30844317894339	GeneCycle
ENSMUSG00000022220	0.110319660553844	GeneCycle
ENSMUSG00000022376	0.474067845517306	GeneCycle
ENSMUSG00000022416	0.485759801633319	GeneCycle
ENSMUSG00000022840	0.555065007665353	GeneCycle
ENSMUSG00000022994	0.0998887773607511	GeneCycle
ENSMUSG00000023439	0.272564398150304	GeneCycle
ENSMUSG00000024112	0.658917444191516	GeneCycle
ENSMUSG00000024256	0.497966167453505	GeneCycle
ENSMUSG00000024617	0.796463306144894	GeneCycle
ENSMUSG00000024639	0.532570752179367	GeneCycle
ENSMUSG00000024960	0.374748554102736	GeneCycle
ENSMUSG00000025739	0.331865369716058	GeneCycle
ENSMUSG00000025892	0.0212221647577123	GeneCycle
ENSMUSG00000025958	0.26536724888567	GeneCycle
ENSMUSG00000026567	0.649596424675201	GeneCycle
ENSMUSG00000026824	0.647864027636393	GeneCycle
ENSMUSG00000026959	0.815487935875092	GeneCycle
ENSMUSG00000027523	0.460794945558361	GeneCycle
ENSMUSG00000027669	0.856477201217017	GeneCycle
ENSMUSG00000028957	0.0842299088020273	GeneCycle
ENSMUSG00000029064	0.387331547441103	GeneCycle
ENSMUSG00000029334	0.49323661213264	GeneCycle
ENSMUSG00000029361	0.843982538661436	GeneCycle
ENSMUSG00000029713	0.276496285781529	GeneCycle
ENSMUSG00000029778	0.0378462656024198	GeneCycle
ENSMUSG00000030102	0.212796827274108	GeneCycle
ENSMUSG00000030209	0.497966167453505	GeneCycle
ENSMUSG00000030592	0.680205569993807	GeneCycle
ENSMUSG00000031659	0.0576092610164784	GeneCycle
ENSMUSG00000031748	0.000644058314628967	GeneCycle
ENSMUSG00000032034	0.711042667122722	GeneCycle
ENSMUSG00000032192	0.642250046779426	GeneCycle
ENSMUSG00000032246	0.323065839660478	GeneCycle
ENSMUSG00000032562	0.887219644646489	GeneCycle
ENSMUSG00000032766	0.400287442819949	GeneCycle
ENSMUSG00000033981	0.984219530495941	GeneCycle
ENSMUSG00000036402	0.724464863262108	GeneCycle
ENSMUSG00000036438	0.275010454957672	GeneCycle
ENSMUSG00000038026	0.733363780580465	GeneCycle
ENSMUSG00000038473	0.270174568605664	GeneCycle
ENSMUSG00000038607	0.716849294681722	GeneCycle
