ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000030751	18.2	17.2	21.3	18.6	15.7	20	15.9	16
ENSMUSG00000029446	20.9	24.8	23.9	24.9	34.1	22.7	29.7	21.3
ENSMUSG00000030967	613.4	569.9	604.7	576.2	646.3	696.7	483.6	572
ENSMUSG00000032112	313.3	438.2	439.1	330.6	355.2	380	337	400.5
ENSMUSG00000079477	374.3	359.5	337.9	347.7	338.4	340.5	238	402.4
ENSMUSG00000020936	1538.4	1503.4	1524.4	1503.3	1400.8	1663.4	1357.1	1670.1
ENSMUSG00000071415	58.3	53.7	51.8	63.6	58.7	65.6	45.2	57.4
ENSMUSG00000028646	1179.5	1062.2	1209.3	1167.8	1171.1	1198.4	1011.4	1227.1
ENSMUSG00000055204	646.5	835	976.8	936.8	444.9	987.4	987.4	916.9
ENSMUSG00000022193	2805	3015.1	2868.5	3251.7	3103	3111.2	3032.2	2957.9
ENSMUSG00000008855	166.6	237	167.1	232.7	145.8	248.8	215.9	337
ENSMUSG00000029234	48.5	54	62.1	61.5	40.8	54.1	53.9	62.8
ENSMUSG00000025261	285.5	419.8	373.3	453.5	352.6	335.3	376.4	334.9
ENSMUSG00000003346	401.3	368.9	401.3	444.4	364.1	380.2	510.3	506.5
ENSMUSG00000070733	134	139.2	146.5	187.8	130.9	156.8	224.6	161.6
ENSMUSG00000020794	1046.6	897.6	965.8	955.1	1245.1	1070	1014.2	1003.6
ENSMUSG00000021266	818.4	858.9	750.6	895.3	825.6	762.6	808.2	932
ENSMUSG00000025156	368.3	351.2	375.5	464.5	340.9	448.1	335.1	392.2
ENSMUSG00000030751	1990.9	1926.1	2232.2	1945.3	1893.5	2030.7	1437	1876.4
ENSMUSG00000067851	34.7	25.1	25.4	37.2	23.7	49.1	42	20.5
ENSMUSG00000029446	25.9	23.9	32.2	27.5	29.4	25.7	31.7	27.4
ENSMUSG00000026553	570.7	500.2	573.2	486.5	496.3	517.8	718.1	615.1
ENSMUSG00000022100	23.1	20.7	18.5	22.6	23.2	19.7	21.9	24.4
ENSMUSG00000028677	352.4	337.2	290.5	350	305.7	377.5	363	205.1
ENSMUSG00000037373	586.2	706.2	615.9	664.5	787.6	729	520.3	599.8
ENSMUSG00000027828	110.4	101.3	121.8	132.2	118.6	90.4	139.2	111
ENSMUSG00000005442	36.9	51.2	40.6	46.4	55.7	54.5	34.5	43.4
ENSMUSG00000040688	140	170.7	124.1	91.5	98.1	100.3	114.2	134.8
ENSMUSG00000028759	119	157.9	173	154.7	134.3	158.5	217.3	151.7
ENSMUSG00000025261	2439.5	2378.7	2437.5	2376.4	2311.1	2020.5	2482	2245.1
ENSMUSG00000026553	20.1	21.7	34.8	18.4	43.2	30.1	29.7	22.8
ENSMUSG00000018585	645.1	663	589.4	868	523.1	657.7	691.5	583.9
