ID	ZT24	ZT28	ZT32	ZT36	ZT40	ZT44	ZT48	ZT52	ZT56	ZT60	ZT64	ZT68
ENSDARG00000000001	254.7958	167.2976	150.2934	298.7243	282.3617	298.2866	214.368	319.8331	220.3468	357.0568	561.9394	376.5226
ENSDARG00000000002	200.587	315.2796	241.6959	211.0732	117.3929	442.4697	295.9016	403.8493	104.0319	242.1611	155.4579	159.8043
ENSDARG00000033231	71.1998	26.5546	43.2323	68.297	46.2697	19.5531	47.0542	50.9507	57.4264	92.0124	78.6126	29.7629
ENSDARG00000000068	1369.0909	1875.2567	1170.8419	1848.0995	2589.7767	3389.3892	2064.2281	2550.7523	4494.1159	681.9068	2840.6401	2056.2445
ENSDARG00000000069	8522.4515	6820.8811	5257.0981	4726.662	7232.7592	7695.6726	17132.2816	5488.7324	10184.7204	8539.5519	10379.0194	7419.4008
ENSDARG00000000086	61.1721	103.1664	336.3914	260.7993	101.6472	92.7326	377.0259	476.5587	166.97	110.8149	454.1972	252.329
ENSDARG00000000151	552.4747	641.9033	849.7726	793.2171	618.6023	327.3515	543.0539	148.0488	412.5411	472.5238	544.1455	715.1202
ENSDARG00000000183	74.0486	103.5375	83.9565	88.4389	60.5668	191.523	73.504	81.4783	150.4466	87.9663	84.9187	111.6969
ENSDARG00000000189	63.376	103.5021	64.6256	28.027	136.1798	112.1166	61.8712	107.0136	172.2786	122.1896	81.9441	85.0527
ENSDARG00000036830	6673.4291	4098.1201	5022.234	4334.6064	5322.9584	5354.2051	11464.9667	11425.563	8194.3937	5459.953	3261.0116	5270.7362
ENSDARG00000000241	8319.8292	6699.855	3441.1663	6570.9779	5260.4752	6685.7098	7619.606	6252.9801	6818.1499	8823.141	6251.8022	9342.6993
ENSDARG00000076182	514.1103	565.6062	1220.369	534.3211	816.0815	139.0656	285.329	230.2083	637.9526	135.8341	395.4365	473.8298
ENSDARG00000000370	93.0448	63.3827	97.5369	203.655	107.3863	100.1444	72.2647	44.553	186.1417	165.2147	78.8054	96.9258
ENSDARG00000000380	14.1441	23.29	14.1822	17.0082	27.1653	26.0733	122.4611	23.5452	17.5383	15.2488	56.2705	36.9031
ENSDARG00000000472	66.8272	116.2165	99.8914	76.5473	75.0921	127.4456	154.3478	135.7323	38.4187	55.9536	64.7444	88.5716
ENSDARG00000000474	33.1667	52.1078	52.12	26.5031	29.5745	33.9899	102.58	22.9611	38.8251	60.419	42.2671	183.0841
ENSDARG00000000529	355.072	175.301	418.5886	262.9114	383.0874	190.5114	214.1347	765.1759	97.4133	230.0432	294.8346	193.2099
ENSDARG00000000540	1194.502	700.1247	1010.7958	1086.0764	428.8797	1080.9252	915.4605	612.6281	1098.7732	1370.3945	1158.5126	820.4986
