ID	raw.pvalue	default.pvalue	period	phase	amplitude
ENSMUSG00000030751	0.00875773275078831	0.289005180776014	20	6	2.40416305603426
ENSMUSG00000029446	0.115950877825878	1	24	0	1.73241161390704
ENSMUSG00000030967	0.0863171145983646	1	22	10	273.402836945779
ENSMUSG00000032112	0.249579521237507	1	22	6	26.1275955648429
ENSMUSG00000079477	0.0053803077066966	0.177550154320988	22	2	59.1141269071954
ENSMUSG00000020936	0.196949943382235	1	22	21	40.4111525448113
ENSMUSG00000071415	0.380704803491262	1	20	8	9.05096679918781
ENSMUSG00000028646	0.737305524657955	1	20	1	67.4579869251964
ENSMUSG00000055204	0.00875773275078831	0.289005180776014	20	14	122.400183823391
ENSMUSG00000022193	0.0209803516313933	0.692351603835979	24	6	78.5242080507662
ENSMUSG00000008855	0.380704803491262	1	20	3	10.7480230740355
ENSMUSG00000029234	0.0310502428384373	1	22	14	1.73241161390704
ENSMUSG00000025261	0.152590458988028	1	22	5	70.0212490069979
ENSMUSG00000003346	0.0863171145983646	1	20	1	65.9730626847049
ENSMUSG00000070733	0.249579521237507	1	20	11	9.54594154601838
ENSMUSG00000020794	0.0447368985823847	1	20	17	82.6607827207073
ENSMUSG00000021266	0.0863171145983646	1	20	1	54.8714862200761
ENSMUSG00000025156	0.545204700777617	1	24	12	60.5106628000388
ENSMUSG00000030751	0.00875773275078831	0.289005180776014	24	5	136.082700039351
ENSMUSG00000067851	0.152590458988028	1	24	20	2.89913780286485
ENSMUSG00000029446	0.249579521237507	1	20	13	1.62634559672906
ENSMUSG00000026553	0.152590458988028	1	22	1	58.0888220744749
ENSMUSG00000022100	0.249579521237507	1	22	3	2.81074945521653
ENSMUSG00000028677	0.459023957331249	1	22	3	23.1931024229187
ENSMUSG00000037373	0.0310502428384373	1	22	6	65.9377073456455
ENSMUSG00000027828	0.249579521237507	1	24	16	4.9674251378355
ENSMUSG00000005442	0.115950877825878	1	22	11	12.5511453660612
ENSMUSG00000040688	0.152590458988028	1	22	2	32.2087138830472
ENSMUSG00000028759	0.0209803516313933	0.692351603835979	22	1	27.8423295092203
ENSMUSG00000025261	0.0310502428384373	1	22	12	137.74440097514
ENSMUSG00000026553	0.310810013995778	1	24	0	5.05581348548382
ENSMUSG00000018585	0.0628691469924109	1	24	18	40.4111525448112
ENSMUSG00000026878	0.00875773275078831	0.289005180776014	22	1	14.7431763877395
ENSMUSG00000020936	0.152590458988028	1	22	5	28.2135605693433
ENSMUSG00000067851	0.0628691469924109	1	20	5	98.2171319068114
ENSMUSG00000014355	0.638361253908129	1	24	12	2.28041936932661
ENSMUSG00000025224	0.00875773275078831	0.289005180776014	24	22	6.82358043845019
ENSMUSG00000022100	0.0310502428384373	1	20	1	88.8833223951491
ENSMUSG00000025224	0.037893570710411	1	20	5	2.54558441227158
ENSMUSG00000025261	0.196949943382235	1	20	13	119.642467376764
ENSMUSG00000025224	0.00180327581369248	0.0595081018518519	22	2	211.159762531833
ENSMUSG00000008855	0.115950877825878	1	20	3	12.7279220613579
ENSMUSG00000022770	0.0863171145983646	1	20	5	2.40416305603426
ENSMUSG00000034820	0.249579521237507	1	24	10	56.5155094863348
ENSMUSG00000022770	0.000498883511036289	0.0164631558641975	22	6	304.816055699991
ENSMUSG00000028759	0.0628691469924109	1	20	13	359.280955520885
ENSMUSG00000025224	0.00875773275078831	0.289005180776014	24	22	15.874547237638
ENSMUSG00000005442	0.310810013995778	1	20	11	24.3951839509359
ENSMUSG00000071415	0.0173755599146224	0.57339347718254	24	1	15.874547237638
ENSMUSG00000008855	0.0447368985823847	1	24	22	125.582164338731
ENSMUSG00000030058	0.0053803077066966	0.177550154320988	24	22	209.338962570277
ENSMUSG00000026878	0.0447368985823847	1	22	1	15.9452579157567
ENSMUSG00000008855	0.0863171145983646	1	20	11	54.9421968981947
ENSMUSG00000001158	0.249579521237507	1	20	8	50.8409775673128
ENSMUSG00000015341	0.115950877825878	1	20	11	3.18198051533947
ENSMUSG00000001289	0.310810013995778	1	22	19	64.7356258176284
ENSMUSG00000026965	0.223264732309871	1	24	8	2.61629509039022
ENSMUSG00000008855	0.0310502428384373	1	22	1	52.3259018078045
ENSMUSG00000068328	0.0310502428384373	1	20	18	102.530483272049
ENSMUSG00000005442	0.152590458988028	1	22	1	38.6610632613745
ENSMUSG00000040688	0.249579521237507	1	20	17	35.9210244842766
ENSMUSG00000008855	0.115950877825878	1	22	4	23.1931024229188
ENSMUSG00000022898	0.00875773275078831	0.289005180776014	22	0	71.0995868483074
ENSMUSG00000025224	0.00875773275078831	0.289005180776014	24	22	149.128820152243
ENSMUSG00000005442	0.0745931307953877	1	22	1	16.1397122805829
ENSMUSG00000020459	0.638361253908129	1	22	17	20.5237743239395
ENSMUSG00000034820	0.0209803516313933	0.692351603835979	22	2	28.9913780286484
ENSMUSG00000029405	4.41292889209556e-05	0.00145626653439153	24	22	38.9439059738491
ENSMUSG00000037373	0.115950877825878	1	20	5	11.1015764646288
ENSMUSG00000038160	0.0310502428384373	1	22	14	11.614228880989
ENSMUSG00000093575	0.380704803491262	1	20	8	10.6066017177982
ENSMUSG00000005442	0.0447368985823847	1	24	22	21.708178182427
