ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000030751	13.6	14.4	14.7	11.5	16.2	14.1	16.3	14.5
ENSMUSG00000029446	18	17.1	22.7	17.3	20.5	15.9	17.1	19
ENSMUSG00000030967	674.6	555.8	663.3	477.1	516.3	524.4	596.2	576.8
ENSMUSG00000032112	173.6	209.8	199.8	232.2	310.8	216.6	127	298.1
ENSMUSG00000079477	399.8	386.7	408.1	305.4	455.1	401.4	418.8	417
ENSMUSG00000020936	1385.6	1566.2	1535.9	1438.3	1630.1	1373.3	1148.1	1348.3
ENSMUSG00000071415	47.8	43.1	46.3	48.4	41.1	37.9	45.1	40.5
ENSMUSG00000028646	976.3	1063.1	1071	1139.8	1145.8	980.7	708.4	1139.5
ENSMUSG00000055204	586.5	590.7	620.5	598.5	511.2	624.5	704.3	546.6
ENSMUSG00000022193	1814.8	1952	1731	1863.1	1921	1982.1	1969.4	2097.1
ENSMUSG00000008855	164.3	151.3	132.2	120.6	116.5	156.2	198.6	118.2
ENSMUSG00000029234	63.7	57.4	75.8	55.8	69.8	63.7	48.1	60.7
ENSMUSG00000025261	522.9	505.2	441.4	302.5	491.7	432.3	516.6	435.8
ENSMUSG00000003346	208.5	393.4	289.8	326.6	371.9	369	246.3	374.1
ENSMUSG00000070733	167.1	161.7	181.9	160.3	160.6	199.7	166.3	150
ENSMUSG00000020794	809.4	876.7	986.1	800.2	894.6	877.2	1011.6	777
ENSMUSG00000021266	1118.9	1814.7	839.9	2083.2	896.8	1944.9	2130.7	3031.5
ENSMUSG00000025156	351.2	397.3	361	508.6	427.6	435.7	378	496.8
ENSMUSG00000030751	1444.4	1683.2	1329.3	1650.3	1793.8	1690.6	1282.2	1626.8
ENSMUSG00000067851	28.5	31.9	39.4	25.7	27.3	32.9	19.6	38.9
ENSMUSG00000029446	25.3	21	24.3	32	27.7	30.8	21.7	21.8
ENSMUSG00000026553	736.9	802.4	937.1	738.4	887.3	773.5	769.3	768.2
ENSMUSG00000022100	19.3	21.6	18.6	19.5	25.1	18.8	21.7	22.5
ENSMUSG00000028677	368.6	411.2	416.2	316.8	389.2	388.7	469.3	369
ENSMUSG00000037373	503.5	639	504.2	611.5	627.8	639.2	592.5	617
ENSMUSG00000027828	97.6	85.2	143.1	98.3	91.4	144	80.9	85.9
ENSMUSG00000005442	65.2	60.4	41	43.1	59.8	69.7	52.4	48.3
ENSMUSG00000040688	99.5	83.9	100.4	110.4	165.2	95.1	165.6	140.5
ENSMUSG00000028759	155.7	118.8	154.5	115.6	133.4	138.5	153	137.3
ENSMUSG00000025261	2172.5	2257.5	2312.3	1958.7	2346.7	2215.8	2130	2090.6
ENSMUSG00000026553	17.7	19.5	26.7	27.6	25.3	17.6	23.2	46.6
ENSMUSG00000018585	411.7	515.5	417	474.1	491.3	520.9	488.5	568.2
ENSMUSG00000026878	82.5	60.2	42.7	75.9	36.4	60.3	46	36.4
ENSMUSG00000020936	146.2	154.4	111.2	218.4	177.2	132.1	96.5	155.4
ENSMUSG00000067851	437.8	464.6	396	619.5	366.1	407.3	452.7	555.6
ENSMUSG00000014355	65.7	45.8	61.3	64.2	49.8	61.5	56.6	62.7
ENSMUSG00000025224	10.2	13.8	11.4	11.4	14.9	14.9	16.8	17.3
ENSMUSG00000022100	775.4	732.1	757.6	940.6	797.8	759.6	755.8	759.6
ENSMUSG00000025224	19.4	35.1	17.9	29.7	20.2	17.2	24.4	21
ENSMUSG00000025261	505.2	610	610.5	526.3	569.8	557.9	547.7	597
ENSMUSG00000025224	161.5	229.1	139.3	265.7	239	208	160.9	247.7
ENSMUSG00000008855	79	38.2	83	73.3	95.1	85.3	27.8	64
ENSMUSG00000022770	11.8	11.5	11.1	10.7	10.7	10.7	13	10.9
ENSMUSG00000034820	488	447.8	528.7	567.1	468.4	474.9	354.1	490.5
ENSMUSG00000022770	1812.7	1731.4	1836.3	1884.8	1638.3	1713.6	1911.4	1933.7
ENSMUSG00000028759	1603.9	1641.2	1567.9	1524.6	1377.3	1669.4	1006.6	1598.4
ENSMUSG00000025224	66.8	63.2	77.6	85	67	56.7	53.7	99.4
ENSMUSG00000005442	160.2	202.8	163.8	181.3	228.2	134.2	145.8	163.5
ENSMUSG00000071415	89.2	99.9	128.9	71.9	106.3	96.3	128.3	125.3
ENSMUSG00000008855	353	352.2	334.7	355.8	434.5	392.5	387.4	334
ENSMUSG00000030058	1295.8	1354.4	1240.3	1335.5	1547.1	1371.6	1123.9	1396.8
ENSMUSG00000026878	126.1	97.8	90	90.4	79.3	87.8	109.8	84.7
ENSMUSG00000008855	223.1	192.8	244.3	247.4	213.5	233.9	220.9	145.6
ENSMUSG00000001158	318.3	263.1	352	310.6	350.7	364.3	188	448.9
ENSMUSG00000015341	16.3	17.1	20	16.5	17.2	15	21.9	18.6
ENSMUSG00000001289	286.3	424.1	328.5	576.4	380.9	491.3	62.5	477.9
ENSMUSG00000026965	52.2	44.7	36.8	33.2	46.9	55.5	57	42.9
ENSMUSG00000008855	148.5	155.9	176	144.6	203.1	137.8	100.1	149
ENSMUSG00000068328	1954.5	1888.1	1959.6	2624.3	1961.6	1982.5	1633.1	1926.6
ENSMUSG00000005442	414.8	552.2	430.4	335.9	409.5	473.8	477	489.1
ENSMUSG00000040688	160	173.2	137.8	239.4	170	191.2	155.5	239.2
ENSMUSG00000008855	174.4	162.5	187.8	189.7	167.2	171.2	234.9	118.3
ENSMUSG00000022898	119.4	147.9	126.2	89	117.9	137.2	115.2	184
ENSMUSG00000025224	1045.3	1075.6	1018.6	1634	1143.2	1223.5	899	1062.5
ENSMUSG00000005442	116.1	143.5	192.8	106.8	107.4	156.2	185.8	123.3
ENSMUSG00000020459	594	331.3	480	411	439.2	359.5	450.4	350.5
ENSMUSG00000034820	381.8	350.4	386.5	343	302.9	355.6	387.3	326.1
ENSMUSG00000029405	174.4	169	180.6	113.6	228.3	169.8	263.4	195
ENSMUSG00000037373	34.1	35.5	46	55.1	47.9	42.6	47.3	44.7
ENSMUSG00000038160	61.2	59.6	40.1	51.5	41.3	51.8	56.8	29.8
ENSMUSG00000093575	87	57.2	113.8	65.1	85.9	56.5	99.7	108
