ID	pvalue	algorithm
ENSMUSG00000000001	0.928386293931071	ARS
ENSMUSG00000001175	0.0181947535110858	ARS
ENSMUSG00000001986	0.554145708498198	ARS
ENSMUSG00000002771	0.620925148974265	ARS
ENSMUSG00000005034	0.822823114300998	ARS
ENSMUSG00000005469	0.860462240842709	ARS
ENSMUSG00000005580	0.335263946348961	ARS
ENSMUSG00000015968	0.967118650670628	ARS
ENSMUSG00000019370	0.415800366310226	ARS
ENSMUSG00000020431	0.705060561048276	ARS
ENSMUSG00000020524	0.895484315542143	ARS
ENSMUSG00000020654	0.00604990556552276	ARS
ENSMUSG00000020734	0.560186166692528	ARS
ENSMUSG00000020866	0.674170211599635	ARS
ENSMUSG00000020893	0.0585823415519348	ARS
ENSMUSG00000021180	0.587504502683552	ARS
ENSMUSG00000021250	0.376905864253924	ARS
ENSMUSG00000021313	0.0926972083335718	ARS
ENSMUSG00000021536	0.610666397306302	ARS
ENSMUSG00000021820	0.565032409297327	ARS
ENSMUSG00000022220	0.794916516625694	ARS
ENSMUSG00000022376	0.575719279731408	ARS
ENSMUSG00000022416	0.16706780855601	ARS
ENSMUSG00000022840	0.961166969251159	ARS
ENSMUSG00000022994	0.403354100579351	ARS
ENSMUSG00000023439	0.720000067050785	ARS
ENSMUSG00000024112	0.393874670076798	ARS
ENSMUSG00000024617	0.991215993121699	ARS
ENSMUSG00000024639	0.124601557822667	ARS
ENSMUSG00000024960	0.236815679196205	ARS
ENSMUSG00000025739	0.662846185131689	ARS
ENSMUSG00000025892	0.101219022769899	ARS
ENSMUSG00000025958	0.488943340530278	ARS
ENSMUSG00000026567	0.581855813672259	ARS
ENSMUSG00000026824	0.76806820618168	ARS
ENSMUSG00000026959	0.19344111300938	ARS
ENSMUSG00000027523	0.945034074972748	ARS
ENSMUSG00000027669	0.292173431666029	ARS
ENSMUSG00000028957	0.0126834519979224	ARS
ENSMUSG00000029064	0.0567467421846997	ARS
ENSMUSG00000029334	0.541028513320963	ARS
ENSMUSG00000029361	0.704222431199394	ARS
ENSMUSG00000029663	0.38640952165733	ARS
ENSMUSG00000029713	0.738455460277281	ARS
ENSMUSG00000029778	0.0489100526681252	ARS
ENSMUSG00000030102	0.177069137926123	ARS
ENSMUSG00000030209	0.143966438056695	ARS
ENSMUSG00000030592	0.530286931129887	ARS
ENSMUSG00000031659	0.876384116703249	ARS
ENSMUSG00000031748	0.034426248577929	ARS
ENSMUSG00000032034	0.696551548711855	ARS
ENSMUSG00000032192	0.822709297160179	ARS
ENSMUSG00000032246	0.0111926468513909	ARS
ENSMUSG00000032562	0.871430914183867	ARS
ENSMUSG00000032766	0.488828464688354	ARS
ENSMUSG00000033765	0.38640952165733	ARS
ENSMUSG00000033981	0.0848623076889014	ARS
ENSMUSG00000036402	0.0222777912130907	ARS
ENSMUSG00000036438	0.0604808486272645	ARS
ENSMUSG00000038026	0.114561170670085	ARS
ENSMUSG00000038473	0.938775194193193	ARS
ENSMUSG00000038607	0.118646676281167	ARS
ENSMUSG00000038811	0.408861161936282	ARS
ENSMUSG00000039943	0.0443172390170129	ARS
ENSMUSG00000040061	0.37371884799515	ARS
ENSMUSG00000041624	0.100284399621368	ARS
ENSMUSG00000042644	0.132907944165648	ARS
ENSMUSG00000043301	0.506700951477679	ARS
ENSMUSG00000048240	0.498446056782742	ARS
ENSMUSG00000049892	0.27331013456929	ARS
ENSMUSG00000050965	0.00989849026296841	ARS
ENSMUSG00000051177	0.184107856696645	ARS
ENSMUSG00000051331	0.206154750303047	ARS
ENSMUSG00000052889	0.0719647241897563	ARS
ENSMUSG00000052920	0.273877175386575	ARS
ENSMUSG00000053819	0.392136537557564	ARS
ENSMUSG00000054764	0.439638785179286	ARS
ENSMUSG00000055866	0.0616225763717604	ARS
ENSMUSG00000057378	0.292137485053342	ARS
ENSMUSG00000057614	0.0865199970982207	ARS
ENSMUSG00000057897	0.0708483168692864	ARS
ENSMUSG00000059003	0.439638785179286	ARS
ENSMUSG00000063065	0.812566640334794	ARS
ENSMUSG00000063130	0.326481243477503	ARS
ENSMUSG00000063358	0.294486247589014	ARS
ENSMUSG00000063594	0.28735453050535	ARS
ENSMUSG00000068523	0.208972953233894	ARS
ENSMUSG00000078816	0.583456836750683	ARS
ENSMUSG00000000001	0.877262017093778	GeneCycle
ENSMUSG00000001175	0.219797073824912	GeneCycle
ENSMUSG00000001986	0.556769287601023	GeneCycle
ENSMUSG00000002771	0.960954161707572	GeneCycle
ENSMUSG00000005034	0.860323919550573	GeneCycle
ENSMUSG00000005469	0.833495585105047	GeneCycle
ENSMUSG00000005580	0.723270482340163	GeneCycle
ENSMUSG00000015968	0.853593719861427	GeneCycle
ENSMUSG00000019370	0.896049039637991	GeneCycle
ENSMUSG00000020431	0.725533320493903	GeneCycle
