ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000000001	753	681.4	695.9	770.3	711.2	737.6	757.1	816.5
ENSMUSG00000001175	3322.7	3389.7	3240.8	3313	3454.9	3227.3	3297.4	3320.8
ENSMUSG00000001986	594.3	431.7	651.5	675.5	527.5	523.2	735.2	724.1
ENSMUSG00000002771	61.4	60.8	60.3	61.8	60	63	64.2	55.4
ENSMUSG00000005034	940.9	910.2	910.3	991.8	912.9	964.6	1045.9	953.5
ENSMUSG00000005469	412.3	412.5	373.7	445.9	386.7	404	452.2	479.4
ENSMUSG00000005580	433.5	454.7	509.9	472.4	403.1	478.6	497.6	478.1
ENSMUSG00000015968	545.3	513.3	318.1	344.3	468.4	540.7	328.9	363.6
ENSMUSG00000019370	1470.8	1710.4	1520.1	1580	1446.8	1505.6	1653.2	1528
ENSMUSG00000020431	62.8	61.7	69.4	64.9	65.3	66.2	64.8	53.3
ENSMUSG00000020524	289.2	230.5	271.2	298.7	265.3	246.3	277.8	298.2
ENSMUSG00000020654	234.5	242.2	224.9	243.6	209.5	246.7	251.5	235.3
ENSMUSG00000020734	53.3	51.7	49.5	52.3	61.6	53	50.5	42.5
ENSMUSG00000020866	43.4	42.7	41	42.6	45.5	43.7	36.8	34.8
ENSMUSG00000020893	418.4	376.3	1018.8	562.6	369.4	610.3	999.6	384.1
ENSMUSG00000021180	195.1	194.8	215.1	190.4	173.9	215.1	217.9	195.9
ENSMUSG00000021250	92	193.5	85.7	121	80.2	145.5	149.7	74.4
ENSMUSG00000021313	225.6	301	227.4	222.6	223.9	224.2	188.3	254.4
ENSMUSG00000021536	437.5	399.3	414.8	411.6	403.5	445.8	476	433.5
ENSMUSG00000021820	409.4	444	433.9	406.7	399.6	413.1	408.1	435
ENSMUSG00000021933	29.4	27	29.1	29.4	29.2	28.1	26.2	26.4
ENSMUSG00000022220	1304.5	1219.3	1319.4	1393	1278.7	1245.8	1292.8	1295.7
ENSMUSG00000022376	659.3	656.1	626	644.7	609.9	726	653.4	658.2
ENSMUSG00000022416	59.9	66.1	57.9	52.5	58.4	63.2	56.6	48.7
ENSMUSG00000022840	164.9	173.5	173.6	186.3	149.1	161.7	179.1	174.6
ENSMUSG00000022994	376.5	390.2	405.9	391.2	363.7	394.6	390.7	400.4
ENSMUSG00000023439	61.5	55.2	59.3	61.4	63.3	59.5	56.6	55.6
ENSMUSG00000024112	55.6	57.3	51.3	53.9	58.1	57	49.1	51
ENSMUSG00000024256	33.7	30	32.8	34.1	37	34.3	32.8	29.3
ENSMUSG00000024617	38.9	37.9	40.3	38.3	41.5	39.4	38.6	32.9
ENSMUSG00000024639	1393.9	1356.2	1262.1	1428.9	1317.1	1377.9	1346.6	1446.1
ENSMUSG00000024960	734.1	745	706.6	768.9	700.4	722.5	706.9	787.1
ENSMUSG00000025739	47.9	49.6	52	50.6	55.8	46.3	47.8	42.9
ENSMUSG00000025892	30	27.9	29.5	28.9	32.7	28.7	29.6	28.4
ENSMUSG00000025958	948.8	828.5	884.2	994.5	879.2	930.2	950	973.6
ENSMUSG00000026567	27.6	27	27.8	27.5	28.1	28.1	26.8	28
ENSMUSG00000026824	75.9	113.2	80.6	72.2	87.5	80	58.1	89.3
ENSMUSG00000026959	53.6	52.3	56.6	57	60.9	56.1	54.4	51
ENSMUSG00000027523	1167.1	1180.5	1119	1171.7	1181.5	1149.4	1145.9	1132.6
ENSMUSG00000027669	668.1	632.9	645.8	614.8	581.8	712.1	660.2	674.2
ENSMUSG00000028957	201.5	375.1	934	570	204.6	496.7	945.4	487.2
ENSMUSG00000029064	5415.3	5208.4	5073.4	5406.7	5442.8	5407.8	5331.9	5408.9
ENSMUSG00000029334	285.7	225.7	231.6	292.7	255.3	232.4	252.7	321.9
ENSMUSG00000029361	37	36.7	40.5	40.1	42.1	38.4	37	36.7
ENSMUSG00000029663	26.6	26.5	26.6	25.9	26.1	24.5	29.8	24.4
ENSMUSG00000029713	1644.8	1851.7	1750.5	1632.2	1714.2	1746	1658.1	1471
ENSMUSG00000029778	74.4	76.4	76.5	79.9	87.7	75.8	77.6	75.7
ENSMUSG00000030102	779.9	797.8	725.9	714	716.8	799	695.7	765
ENSMUSG00000030209	30.3	28.7	30.3	30.4	31.7	27.7	29.8	27.3
ENSMUSG00000030592	47	45.7	47.8	48.4	50.5	47.5	43.1	42.8
ENSMUSG00000031659	569.2	673	630.3	629.2	564.6	641.9	647.7	595.4
ENSMUSG00000031748	595.4	541.6	541.1	609.4	543.6	530.5	559.1	642
ENSMUSG00000032034	45.7	48.6	49.5	44.4	48.9	44.9	40.3	49.3
ENSMUSG00000032192	281.3	278.4	219.2	289.4	272.6	295.2	267.1	289.3
ENSMUSG00000032246	170.6	202.8	199.8	174.2	181.8	202.9	190.5	193
ENSMUSG00000032562	2842.5	2831.1	2738.6	2791.5	2794.2	2849	2933.9	2790.9
ENSMUSG00000032766	261.1	326.8	267.5	248.7	250.3	274.4	263.9	291
ENSMUSG00000033765	36.6	33.5	35.5	36.2	40.2	35.4	35.3	34.1
ENSMUSG00000033981	21.7	21.9	24	21.9	22.2	22.5	24.6	22
ENSMUSG00000036402	1998.5	1780.7	1819.5	1962	1923.5	1908.4	2000.5	1852.6
ENSMUSG00000036438	1231.5	1303.7	1329.3	1209.9	1253.8	1197.3	1233.1	1307.3
ENSMUSG00000036438	1584.4	1776.3	1676.6	1636.2	1609	1689.7	1799.4	1678.5
ENSMUSG00000038026	35.1	35	33	34.6	38.1	34.7	36.7	32
ENSMUSG00000038473	212.3	204	219.9	229.5	197.6	218.2	205.8	218.9
ENSMUSG00000038811	116.5	117.5	112	104.1	122.8	132.5	117.5	130.2
ENSMUSG00000039943	961.4	781	980.3	1000	916.8	804.5	1001.5	1045.8
ENSMUSG00000040061	295.4	306.3	288.9	282.6	285	325.5	293.7	309.4
ENSMUSG00000041624	446.8	357.5	383.7	413.7	431.9	441.1	434.6	454.3
ENSMUSG00000042644	504.7	577	585.3	500.3	462.3	584.9	586.7	511.8
ENSMUSG00000043301	25.8	24	24.8	25.5	26.2	25.5	24.6	24.2
ENSMUSG00000048240	94.1	89.9	88.5	98.8	106.5	91	89.3	86.1
ENSMUSG00000049892	74.2	75.4	81.1	82	73	73.6	71.2	71.7
ENSMUSG00000050901	33.3	27.9	31.3	31.3	36.9	31.1	28.6	27.5
ENSMUSG00000050965	673.8	574.1	697.4	749.7	611.8	616	693.2	804.1
ENSMUSG00000051177	298.2	385.5	365.8	303.7	295.7	399.7	362.6	298.3
ENSMUSG00000051331	540	521.6	523.6	489.8	492.6	568.2	518.7	498.5
ENSMUSG00000052889	264.2	416	290.4	206.4	195	385.5	257.5	251.3
