ID	ZT00	ZT00	ZT04	ZT04	ZT08	ZT08	ZT12	ZT12	ZT16	ZT16	ZT20	ZT20	ZT24	ZT24	ZT28	ZT28	ZT32	ZT32	ZT36	ZT36	ZT40	ZT40	ZT44	ZT44	ZT48	ZT48
AGAP001856	8.54630424900262	8.53948086570205	9.53649487678115	9.81707017405044	9.66820003633029	9.69289901822222	7.8220800777606	7.97690868290355	6.83272590516655	6.65331362801423	6.853935891995	6.77525033840783	8.37991057385662	8.40706621043213	9.661317146099	9.52499376076099	9.71929968638529	9.63153535527015	7.85547665070317	7.86056712315117	6.87987855253101	6.73247788480775	6.71174730384094	6.66503039913604	8.50776815575095	8.30740884667054
AGAP001856	5.27607105689349	5.1061236308926	5.42384256632914	5.13417295877229	5.29494370368762	5.12171336633782	5.33399957365997	4.92674292504242	5.38362024640474	4.82426987697603	5.22020466843809	4.55502276090197	5.25018216408306	5.10996317562552	5.25629447383302	5.17824547996725	5.43990528371489	5.1869367080558	5.39994310413153	4.7540346234928	5.43120208237232	4.78027766251483	5.30739504225854	4.82258476580654	5.5092744379889	5.139889818648
AGAP004443	9.48005649036726	8.72103531527354	9.42563874726184	8.59320874128467	9.39196794822777	8.67370158291928	9.46402452851439	8.54083051944875	9.25847716236522	8.49825785628511	9.45173973743027	8.52872150326532	9.20295498174534	8.52629822806851	9.34977883629651	8.59030484382159	9.46740061647195	8.56037902141211	9.50241582447634	8.59550112798542	9.38095918405697	8.45657684640003	9.69868642397645	8.2530617344592	9.41787872970717	8.26940719169007
AGAP004443	5.41557514036819	4.97867754477143	5.19083097788513	5.35946755657009	5.45592909949772	5.16329519744363	5.18108626306751	4.6395031431651	5.36198219595102	5.09684220163376	5.18956171115284	5.22659339713277	5.24070687759807	5.62122132894227	5.25819432509355	5.20364669735874	5.11831667063494	5.16228502194929	5.08466343181255	5.2810734365185	5.09208167607887	5.40395217114099	5.28843098076722	5.33018318198934	5.3823131127232	5.19640003671648
AGAP004443	8.08963004778593	7.40889870181591	8.14274932408827	7.40406778409166	7.95366242260174	7.19794853874705	7.9178802286915	7.08660288298144	7.91399261052695	7.05907959520321	8.12974266343657	7.1541395971979	7.87300334224158	7.27214333079152	7.96495322490616	7.20886524025895	7.94641080830681	6.95488193415775	8.12289671389939	7.24503363631573	7.84691618190099	7.02173684021969	8.19198247283734	7.1787854514697	7.87246794217794	6.9980324224006
AGAP005655	6.10198522931145	5.99553865472861	6.12323042063679	6.11605276426241	6.28151654805588	6.36832576612315	6.76842157852363	6.99838686961608	6.9758724859271	6.76233462181357	6.39759932045263	6.23835933928007	6.25646935269713	6.17409300577416	6.27097669743821	6.08584426601199	6.22906861180616	6.23978911299406	6.78274829076896	6.51875165036846	6.768335874493	6.88584815660673	6.19954210054071	6.35528353858106	6.19046422394639	6.27557418652639
AGAP005655	5.55612788238014	5.76327611308	5.73532695423455	5.57628504784938	5.89112895704856	6.21504254212392	7.10169164571534	7.18863149111014	7.08271002801338	7.27992945551846	5.91791282743824	6.3011460635668	5.2005769164857	5.73036188945943	5.58023313622488	5.50107165290031	5.91427785988524	5.9478840325758	6.79902005945242	7.05055424282768	7.02360823399655	7.15882781764048	6.20132926400009	6.24169509125569	5.75478925659774	5.85228364867745
AGAP005655	6.82799662540752	6.31234806230931	6.76167743921787	6.74945197403647	7.35473390604993	7.40719736894627	8.74924977419026	8.97549812128357	8.68695916241106	8.92676148232612	7.65328644189302	7.69615003620422	6.58967933566009	6.44777629183191	6.82698758066107	6.70457326505391	7.15831194491882	7.33334952172764	8.66426015116115	8.81093582246506	8.65316577963759	8.77381805188049	7.61098443227263	7.67899635713751	6.48532053405991	6.50871777409379
AGAP005711	5.28087347484325	4.96204940900267	5.46066986821917	5.07835108069425	5.42962938298404	5.4447801364169	5.62323633509062	5.38262463925281	5.41696920387135	5.37028715656875	5.64193242443329	5.11078634379702	5.6163974222689	5.43069164125933	5.35423039824681	4.97950260792991	5.4146685059552	5.3347883155926	5.71057231316612	5.27502194286098	5.56821934433443	5.43469058830272	5.55855379936755	5.04176190486915	5.35761197728632	5.38939353417939
AGAP005711	6.59921820583066	6.25346253406987	6.50892149828123	6.07042645094294	6.62595685551349	6.47949834199297	6.81711548961778	6.49909713934996	6.66977344526472	6.51730139722748	6.63694866467452	6.0253565305692	6.70012721128034	6.32906222580625	6.6026642336346	6.33167999884529	6.57335378855047	6.25898014169883	6.7624568525723	6.3561101656993	6.91581462243252	6.49279882250592	6.74601508841667	6.3074465713575	6.72384907306168	6.49774432648148
