ID	pvalue	algorithm
ENSMUSG00000000001	0.654733845360902	ARS
ENSMUSG00000001175	0.0702208832744468	ARS
ENSMUSG00000001986	0.123308650635685	ARS
ENSMUSG00000002771	0.00533958218788366	ARS
ENSMUSG00000005034	0.850869935996313	ARS
ENSMUSG00000005469	0.432160859374174	ARS
ENSMUSG00000005580	0.360076460867137	ARS
ENSMUSG00000015968	0.225735932004272	ARS
ENSMUSG00000019370	0.050759648344881	ARS
ENSMUSG00000020431	0.131505902906836	ARS
ENSMUSG00000020524	0.248049490149276	ARS
ENSMUSG00000020654	0.47189680981092	ARS
ENSMUSG00000020734	0.273322956362072	ARS
ENSMUSG00000020866	0.598661239778588	ARS
ENSMUSG00000020893	0.0145958356927364	ARS
ENSMUSG00000021180	0.3343225034191	ARS
ENSMUSG00000021250	0.73783181747833	ARS
ENSMUSG00000021313	0.591309328392104	ARS
ENSMUSG00000021536	0.219870702685343	ARS
ENSMUSG00000021820	0.151796450330364	ARS
ENSMUSG00000021933	0.133029894516093	ARS
ENSMUSG00000022220	0.0175096024605842	ARS
ENSMUSG00000022376	0.423709578322679	ARS
ENSMUSG00000022416	0.0226695480598842	ARS
ENSMUSG00000022840	0.224077634675545	ARS
ENSMUSG00000022994	7.87691240944355e-06	ARS
ENSMUSG00000023439	0.561291326580345	ARS
ENSMUSG00000024112	0.383636663726294	ARS
ENSMUSG00000024617	0.0872103752958384	ARS
ENSMUSG00000024639	0.631482555291475	ARS
ENSMUSG00000024960	0.493942542322042	ARS
ENSMUSG00000025739	0.241892177374395	ARS
ENSMUSG00000025892	0.517035155633054	ARS
ENSMUSG00000025958	0.0101176093468334	ARS
ENSMUSG00000026567	0.250418939163047	ARS
ENSMUSG00000026824	0.215824592674888	ARS
ENSMUSG00000026959	0.271497825141422	ARS
ENSMUSG00000027523	0.357233011459684	ARS
ENSMUSG00000027669	0.491463849443539	ARS
ENSMUSG00000028957	0.00358730747044034	ARS
ENSMUSG00000029064	0.853067505912371	ARS
ENSMUSG00000029334	0.374205587914498	ARS
ENSMUSG00000029361	0.412546240396479	ARS
ENSMUSG00000029713	0.3582267136624	ARS
ENSMUSG00000029778	0.00913791363447913	ARS
ENSMUSG00000030102	0.640511702893664	ARS
ENSMUSG00000030592	0.767720392473462	ARS
ENSMUSG00000031659	0.63637643391981	ARS
ENSMUSG00000031748	0.00486096950495341	ARS
ENSMUSG00000032034	0.0999876412291885	ARS
ENSMUSG00000032192	0.0203772574383347	ARS
ENSMUSG00000032246	0.27432649094084	ARS
ENSMUSG00000032562	0.536846274803424	ARS
ENSMUSG00000032766	0.00632556572784748	ARS
ENSMUSG00000033765	0.439638785179286	ARS
ENSMUSG00000033981	0.249538853104206	ARS
ENSMUSG00000036402	0.0136523546316316	ARS
ENSMUSG00000036438	0.632309689142412	ARS
ENSMUSG00000038026	0.329533638232546	ARS
ENSMUSG00000038473	0.384627095522783	ARS
ENSMUSG00000038607	0.267438200793574	ARS
ENSMUSG00000038811	0.0092341785626302	ARS
ENSMUSG00000039943	0.143422802430912	ARS
ENSMUSG00000040061	0.916960170580002	ARS
ENSMUSG00000041624	0.635782811160996	ARS
ENSMUSG00000042644	0.0373965822955077	ARS
ENSMUSG00000043301	0.274544907547134	ARS
ENSMUSG00000048240	0.131658264152106	ARS
ENSMUSG00000049892	0.0841628585169376	ARS
ENSMUSG00000050965	0.00320950832168032	ARS
ENSMUSG00000051177	0.984957387436604	ARS
ENSMUSG00000051331	0.157009010135176	ARS
ENSMUSG00000052889	0.0308965295875658	ARS
ENSMUSG00000052920	0.0746786900476663	ARS
ENSMUSG00000053819	0.272879208050553	ARS
ENSMUSG00000055866	0.0158660064936043	ARS
ENSMUSG00000057378	0.508486439448992	ARS
ENSMUSG00000057614	0.108894847249127	ARS
ENSMUSG00000057897	0.00333593855633441	ARS
ENSMUSG00000059003	0.506700951477679	ARS
ENSMUSG00000063065	0.639054812469397	ARS
ENSMUSG00000063130	0.274544907547134	ARS
ENSMUSG00000063358	0.792225329085889	ARS
ENSMUSG00000063594	0.0656870454113574	ARS
ENSMUSG00000068523	0.999041651295771	ARS
ENSMUSG00000078816	0.0496372291911119	ARS
ENSMUSG00000000001	0.749162995737483	GeneCycle
ENSMUSG00000001175	0.501046786152023	GeneCycle
ENSMUSG00000001986	0.356616689055832	GeneCycle
ENSMUSG00000002771	0.490968505261686	GeneCycle
ENSMUSG00000005034	0.339278796526589	GeneCycle
ENSMUSG00000005469	0.756062383923632	GeneCycle
ENSMUSG00000005580	0.22680101335812	GeneCycle
ENSMUSG00000015968	0.200005025922642	GeneCycle
