ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000000001	232.9	202.8	217.3	165.9	267.6	202.8	214.4	231.3
ENSMUSG00000001175	4918	5056.3	4850.3	3625.2	5091.4	4750.5	4620.6	4783.5
ENSMUSG00000001986	654.3	677.4	668.1	422.8	610.5	619	569.6	577.6
ENSMUSG00000002771	88.9	105	98.6	74.2	102.1	85.9	92.7	97.3
ENSMUSG00000005034	2096.6	1929.3	2278.5	2053.5	2082.1	1942.7	2039.3	1691.2
ENSMUSG00000005469	327.2	320.4	327.2	343.4	336.4	301	331.7	265.7
ENSMUSG00000005580	146.4	138.5	140.4	125.7	154.8	131	148.5	128.3
ENSMUSG00000015968	294.9	271.3	242.8	236.2	334	290.8	265.7	253.2
ENSMUSG00000019370	2408.4	2563.4	2247.1	1667.9	2216.2	2125.9	2067.8	2039.3
ENSMUSG00000020431	101.4	97.3	100	98.6	106.4	100.7	100	88.3
ENSMUSG00000020524	1472.3	1524.2	1452	958	1482.5	1255.3	1308.6	1204.2
ENSMUSG00000020654	221.9	205.6	228.2	204.2	278.9	223.5	201.4	169.3
ENSMUSG00000020734	153.7	149.5	144.4	179	168.2	149.5	132	145.4
ENSMUSG00000020866	313.8	360.5	286.8	231.3	355.5	370.6	309.5	277
ENSMUSG00000020893	201.4	262.1	246.2	156.9	193.2	280.9	301	225
ENSMUSG00000021180	205.6	171.7	194.5	145.4	197.2	179	163.6	154.8
ENSMUSG00000021250	71.7	92	68.3	83.5	80.7	74.7	90.1	65.5
ENSMUSG00000021313	373.2	363	383.7	338.7	318.2	320.4	331.7	320.4
ENSMUSG00000021536	446.9	482.3	417	280.9	472.4	422.8	402.8	320.4
ENSMUSG00000021820	502.8	565.7	602.1	375.8	577.6	550.2	542.6	456.3
ENSMUSG00000021933	35.8	39	34.6	39	34.9	33.9	33.2	42
ENSMUSG00000022220	88.9	109.4	96.6	81.8	94.6	94	102.8	101.4
