ID	CT22	CT28	CT34	CT40	CT46	CT52	CT58	CT64
ENSMUSG00000030751	13.1	16.3	11.1	9.5	12.9	11.7	14.2	24.5
ENSMUSG00000029446	21.9	22.7	20.9	25.3	19.5	39.8	18.2	33.7
ENSMUSG00000030967	443.8	469.1	437.7	95.3	459.5	524.2	492.5	456.3
ENSMUSG00000032112	938.3	789	1048.3	1373.7	805.6	789	1155.1	900
ENSMUSG00000079477	88.9	81.2	60.7	30.6	57	66.9	67.8	102.8
ENSMUSG00000020936	408.4	557.9	499.3	336.4	527.8	475.7	495.9	440.8
ENSMUSG00000071415	44.8	53.6	52.9	57	50	68.3	49.3	62.4
ENSMUSG00000028646	282.8	229.7	343.4	632	334	263.9	275.1	267.6
ENSMUSG00000055204	554	450	527.8	538.9	492.5	506.3	520.5	499.3
ENSMUSG00000022193	4401.7	4078.6	4557	7454.3	4193.3	3575.3	4588.7	4371.3
ENSMUSG00000008855	208.5	262.1	338.7	462.7	251.4	275.1	282.8	318.2
ENSMUSG00000029234	90.8	75.3	76.8	38.2	65.1	68.3	70.7	62.4
ENSMUSG00000025261	3069.6	3048.4	3091	2510.7	3200	2844.3	3312.8	3134.1
ENSMUSG00000003346	114.1	161.3	90.1	90.8	191.9	217.3	162.5	141.4
ENSMUSG00000070733	345.8	383.7	322.7	355.5	368.1	391.8	355.5	394.5
ENSMUSG00000020794	193.2	244.5	174.1	207.1	202.8	190.5	221.9	220.4
ENSMUSG00000021266	1100.4	1062.9	978.1	931.8	1255.3	1139.2	1131.4	931.8
ENSMUSG00000025156	1115.8	1212.6	1070.3	472.4	1354.8	1139.2	1139.2	1272.9
ENSMUSG00000030751	482.3	485.7	381.1	81.8	425.7	425.7	459.5	456.3
ENSMUSG00000067851	40.1	44.8	51.1	24.3	28.9	31	27.2	22.4
ENSMUSG00000029446	14.3	22.2	28.5	27.9	26.1	26.6	17.7	19.3
ENSMUSG00000026553	546.4	513.4	636.4	324.9	701.3	565.7	593.8	408.4
ENSMUSG00000022100	39.2	22.4	27.5	24.1	30.8	21.9	28.3	20.3
ENSMUSG00000028677	394.5	365.5	217.3	282.8	431.7	343.4	309.5	400
